12	3	眩晕抗性3级	18	0	790	0	0	1000	20	1800	42058
12	4	眩晕抗性4级	18	0	1580	0	0	1000	30	2400	42059
12	5	眩晕抗性5级	18	0	3161	0	0	1000	40	3000	42060
13	1	减速抗性1级	19	0	198	0	0	1000	1	600	42061
13	2	减速抗性2级	19	0	395	0	0	1000	10	1200	42062
13	3	减速抗性3级	19	0	790	0	0	1000	20	1800	42063
13	4	减速抗性4级	19	0	1580	0	0	1000	30	2400	42064
13	5	减速抗性5级	19	0	3161	0	0	1000	40	3000	42065
14	1	沉默抗性1级	21	0	198	0	0	1000	1	600	42066
14	2	沉默抗性2级	21	0	395	0	0	1000	10	1200	42067
14	3	沉默抗性3级	21	0	790	0	0	1000	20	1800	42068
14	4	沉默抗性4级	21	0	1580	0	0	1000	30	2400	42069
14	5	沉默抗性5级	21	0	3161	0	0	1000	40	3000	42070
15	1	定身抗性1级	20	0	198	0	0	1000	1	600	42071
15	2	定身抗性2级	20	0	395	0	0	1000	10	1200	42072
15	3	定身抗性3级	20	0	790	0	0	1000	20	1800	42073
15	4	定身抗性4级	20	0	1580	0	0	1000	30	2400	42074
15	5	定身抗性5级	20	0	3161	0	0	1000	40	3000	42075
16	1	强化猛击1级	0	0	0	1000	4	1000	1	600	42076
16	2	强化猛击2级	0	0	0	1000	8	1000	10	1200	42077
16	3	强化猛击3级	0	0	0	1000	12	1000	20	1800	42078
16	4	强化猛击4级	0	0	0	1000	16	1000	30	2400	42079
16	5	强化猛击5级	0	0	0	1000	20	1000	40	3000	42080
17	1	强化横扫千军1级	0	0	0	1003	5	1000	1	600	42081
17	2	强化横扫千军2级	0	0	0	1003	10	1000	10	1200	42082
17	3	强化横扫千军3级	0	0	0	1003	15	1000	20	1800	42083
17	4	强化横扫千军4级	0	0	0	1003	20	1000	30	2400	42084
17	5	强化横扫千军5级	0	0	0	1003	25	1000	40	3000	42085
18	1	强化冲锋1级	0	0	0	1004	4	1000	1	600	42086
18	2	强化冲锋2级	0	0	0	1004	8	1000	10	1200	42087
18	3	强化冲锋3级	0	0	0	1004	12	1000	20	1800	42088
18	4	强化冲锋4级	0	0	0	1004	16	1000	30	2400	42089
18	5	强化冲锋5级	0	0	0	1004	20	1000	40	3000	42090
19	1	强化冰符1级	0	0	0	1100	4	1000	1	600	42091
19	2	强化冰符2级	0	0	0	1100	8	1000	10	1200	42092
19	3	强化冰符3级	0	0	0	1100	12	1000	20	1800	42093
19	4	强化冰符4级	0	0	0	1100	16	1000	30	2400	42094
19	5	强化冰符5级	0	0	0	1100	20	1000	40	3000	42095
20	1	强化极寒裂冰1级	0	0	0	1102	5	1000	1	600	42096
20	2	强化极寒裂冰2级	0	0	0	1102	10	1000	10	1200	42097
20	3	强化极寒裂冰3级	0	0	0	1102	15	1000	20	1800	42098
20	4	强化极寒裂冰4级	0	0	0	1102	20	1000	30	2400	42099
20	5	强化极寒裂冰5级	0	0	0	1102	25	1000	40	3000	42100
21	1	强化瞬移1级	0	0	0	1104	4	1000	1	600	42101
21	2	强化瞬移2级	0	0	0	1104	8	1000	10	1200	42102
21	3	强化瞬移3级	0	0	0	1104	12	1000	20	1800	42103
21	4	强化瞬移4级	0	0	0	1104	16	1000	30	2400	42104
21	5	强化瞬移5级	0	0	0	1104	20	1000	40	3000	42105
22	1	强化急速箭1级	0	0	0	1200	4	1000	1	600	42106
22	2	强化急速箭2级	0	0	0	1200	8	1000	10	1200	42107
22	3	强化急速箭3级	0	0	0	1200	12	1000	20	1800	42108
22	4	强化急速箭4级	0	0	0	1200	16	1000	30	2400	42109
22	5	强化急速箭5级	0	0	0	1200	20	1000	40	3000	42110
23	1	强化箭雨1级	0	0	0	1202	5	1000	1	600	42111
23	2	强化箭雨2级	0	0	0	1202	10	1000	10	1200	42112
23	3	强化箭雨3级	0	0	0	1202	15	1000	20	1800	42113
23	4	强化箭雨4级	0	0	0	1202	20	1000	30	2400	42114
23	5	强化箭雨5级	0	0	0	1202	25	1000	40	3000	42115
24	1	强化疾行1级	0	0	0	1203	4	1000	1	600	42116
24	2	强化疾行2级	0	0	0	1203	8	1000	10	1200	42117
24	3	强化疾行3级	0	0	0	1203	12	1000	20	1800	42118
24	4	强化疾行4级	0	0	0	1203	16	1000	30	2400	42119
24	5	强化疾行5级	0	0	0	1203	20	1000	40	3000	42120
