137	17	4	600000003|300000106	9900|15	600000003|300000106	19800|30	1000	100	2	2	1
138	18	4	600000003|300000106	9900|15	600000003|300000106	19800|30	1000	100	2	2	1
139	19	4	600000003|300000106	10600|15	600000003|300000106	21200|30	1000	100	2	2	1
140	20	4	600000003|300000106	11450|20	600000003|300000106	22900|40	1000	100	2	2	1
141	21	4	600000003|300000106	12000|20	600000003|300000106	24000|40	1000	100	2	2	1
142	22	4	600000003|300000106	12900|20	600000003|300000106	25800|40	1000	100	2	2	1
143	23	4	600000003|300000106	14000|20	600000003|300000106	28000|40	1000	100	2	2	1
144	24	4	600000003|300000106	14950|20	600000003|300000106	29900|40	1000	100	2	2	1
145	25	4	600000003|300000106	16150|25	600000003|300000106	32300|50	1000	100	2	2	1
146	26	4	600000003|300000106	17350|25	600000003|300000106	34700|50	1000	100	2	2	1
147	27	4	600000003|300000106	18750|25	600000003|300000106	37500|50	1000	100	2	2	1
148	28	4	600000003|300000106	20050|25	600000003|300000106	40100|50	1000	100	2	2	1
149	29	4	600000003|300000106	21450|25	600000003|300000106	42900|50	1000	100	2	2	1
150	30	4	600000003|300000106	23000|30	600000003|300000106	46000|60	1000	100	2	2	1
151	31	4	600000003|300000106	24800|30	600000003|300000106	49600|60	1000	100	2	2	1
152	32	4	600000003|300000106	26250|30	600000003|300000106	52500|60	1000	100	2	2	1
153	33	4	600000003|300000106	27850|30	600000003|300000106	55700|60	1000	100	2	2	1
154	34	4	600000003|300000106	29500|30	600000003|300000106	59000|60	1000	100	2	2	1
155	35	4	600000003|300000106	31300|35	600000003|300000106	62600|70	1000	100	2	2	1
156	36	4	600000003|300000106	33150|35	600000003|300000106	66300|70	1000	100	2	2	1
157	37	4	600000003|300000106	35200|35	600000003|300000106	70400|70	1000	100	2	2	1
158	38	4	600000003|300000106	37400|35	600000003|300000106	74800|70	1000	100	2	2	1
159	39	4	600000003|300000106	39650|35	600000003|300000106	79300|70	1000	100	2	2	1
160	40	4	600000003|300000106	41900|40	600000003|300000106	83800|80	1000	100	2	2	1
161	41	4	600000003|300000106	44550|40	600000003|300000106	89100|80	1000	100	2	2	1
162	42	4	600000003|300000106	47200|40	600000003|300000106	94400|80	1000	100	2	2	1
163	43	4	600000003|300000106	50050|40	600000003|300000106	100100|80	1000	100	2	2	1
164	44	4	600000003|300000106	53100|40	600000003|300000106	106200|80	1000	100	2	2	1
165	45	4	600000003|300000106	56350|45	600000003|300000106	112700|90	1000	100	2	2	1
166	46	4	600000003|300000106	59600|45	600000003|300000106	119200|90	1000	100	2	2	1
167	47	4	600000003|300000106	63250|45	600000003|300000106	126500|90	1000	100	2	2	1
168	48	4	600000003|300000106	66900|45	600000003|300000106	133800|90	1000	100	2	2	1
169	49	4	600000003|300000106	71000|45	600000003|300000106	142000|90	1000	100	2	2	1
170	50	4	600000003|300000106	75250|50	600000003|300000106	150500|100	1000	100	2	2	1
171	51	4	600000003|300000106	79750|50	600000003|300000106	159500|100	1000	100	2	2	1
172	52	4	600000003|300000106	84600|50	600000003|300000106	169200|100	1000	100	2	2	1
173	53	4	600000003|300000106	89700|50	600000003|300000106	179400|100	1000	100	2	2	1
174	54	4	600000003|300000106	95000|50	600000003|300000106	190000|100	1000	100	2	2	1
175	55	4	600000003|300000106	100700|55	600000003|300000106	201400|110	1000	100	2	2	1
176	56	4	600000003|300000106	106800|55	600000003|300000106	213600|110	1000	100	2	2	1
177	57	4	600000003|300000106	113300|55	600000003|300000106	226600|110	1000	100	2	2	1
178	58	4	600000003|300000106	120000|55	600000003|300000106	240000|110	1000	100	2	2	1
179	59	4	600000003|300000106	127300|55	600000003|300000106	254600|110	1000	100	2	2	1
180	60	4	600000003|300000106	134850|60	600000003|300000106	269700|120	1000	100	2	2	1
181	1	7	600000007	3000	600000007	4000	167	10	0	0	1
182	2	7	600000007	3000	600000007	4000	167	10	0	0	1
183	3	7	600000007	3000	600000007	4000	167	10	0	0	1
184	4	7	600000007	3000	600000007	4000	167	10	0	0	1
185	5	7	600000007	3000	600000007	4000	167	10	0	0	1
186	6	7	600000007	3000	600000007	4000	167	10	0	0	1
187	7	7	600000007	3000	600000007	4000	167	10	0	0	1
188	8	7	600000007	3000	600000007	4000	167	10	0	0	1
189	9	7	600000007	3000	600000007	4000	167	10	0	0	1
190	10	7	600000007	3000	600000007	4000	167	10	0	0	1
191	11	7	600000007	3000	600000007	4000	167	10	0	0	1
192	12	7	600000007	3000	600000007	4000	167	10	0	0	1
193	13	7	600000007	3000	600000007	4000	167	10	0	0	1
194	14	7	600000007	3000	600000007	4000	167	10	0	0	1
195	15	7	600000007	3000	600000007	4000	167	10	0	0	1
196	16	7	600000007	3000	600000007	4000	167	10	0	0	1
197	17	7	600000007	3000	600000007	4000	167	10	0	0	1
198	18	7	600000007	3000	600000007	4000	167	10	0	0	1
199	19	7	600000007	3000	600000007	4000	167	10	0	0	1
200	20	7	600000007	3000	600000007	4000	167	10	0	0	1
201	21	7	600000007	3000	600000007	4000	167	10	0	0	1
202	22	7	600000007	3000	600000007	4000	167	10	0	0	1
203	23	7	600000007	3000	600000007	4000	167	10	0	0	1
204	24	7	600000007	3000	600000007	4000	167	10	0	0	1
205	25	7	600000007	3000	600000007	4000	167	10	0	0	1
206	26	7	600000007	3000	600000007	4000	167	10	4	4	1
207	27	7	600000007	3000	600000007	4000	167	10	4	4	1
208	28	7	600000007	3000	600000007	4000	167	10	4	4	1
209	29	7	600000007	3000	600000007	4000	167	10	4	4	1
210	30	7	600000007	3000	600000007	4000	167	10	4	4	1
211	31	7	600000007	3000	600000007	4000	167	10	4	4	1
212	32	7	600000007	3000	600000007	4000	167	10	4	4	1
213	33	7	600000007	3000	600000007	4000	167	10	4	4	1
214	34	7	600000007	3000	600000007	4000	167	10	4	4	1
215	35	7	600000007	3000	600000007	4000	167	10	4	4	1
216	36	7	600000007	3000	600000007	4000	167	10	4	4	1
217	37	7	600000007	3000	600000007	4000	167	10	4	4	1
218	38	7	600000007	3000	600000007	4000	167	10	4	4	1
219	39	7	600000007	3000	600000007	4000	167	10	4	4	1
220	40	7	600000007	3000	600000007	4000	167	10	4	4	1
221	41	7	600000007	3000	600000007	4000	167	10	4	4	1
222	42	7	600000007	3000	600000007	4000	167	10	4	4	1
223	43	7	600000007	3000	600000007	4000	167	10	4	4	1
224	44	7	600000007	3000	600000007	4000	167	10	4	4	1
225	45	7	600000007	4000	600000007	6000	167	10	4	4	1
226	46	7	600000007	4000	600000007	6000	167	10	4	4	1
227	47	7	600000007	4000	600000007	6000	167	10	4	4	1
228	48	7	600000007	4000	600000007	6000	167	10	4	4	1
229	49	7	600000007	4000	600000007	6000	167	10	4	4	1
230	50	7	600000007	4000	600000007	6000	167	10	4	4	1
231	51	7	600000007	4000	600000007	6000	167	10	4	4	1
232	52	7	600000007	4000	600000007	6000	167	10	4	4	1
233	53	7	600000007	4000	600000007	6000	167	10	4	4	1
234	54	7	600000007	4000	600000007	6000	167	10	4	4	1
235	55	7	600000007	6000	600000007	8000	167	10	4	4	1
236	56	7	600000007	6000	600000007	8000	167	10	4	4	1
237	57	7	600000007	6000	600000007	8000	167	10	4	4	1
238	58	7	600000007	6000	600000007	8000	167	10	4	4	1
239	59	7	600000007	6000	600000007	8000	167	10	4	4	1
240	60	7	600000007	6000	600000007	8000	167	10	4	4	1
