1000113	1000001
1000114	1000002
1000115	1000001
1000116	1000002
1000117	1000002
1000118	1000002
1000119	1000002
1000120	1000002
1000121	1000002
1000122	1000002
1000123	1000002
1000124	1000003
1000125	1000002
1000126	1000002
1000127	1000002
1000128	1000002
1000129	1000002
1000130	1000002
1000131	1000002
1000132	1000002
1000133	1000001
1000134	1000002
1000135	1000003
1000136	1000002
1000137	1000003
1000138	1000002
1000139	1000002
1000140	1000003
1000141	1000002
1000142	1000003
1100001	1100001
1100002	1100002
1100003	1100003
1100004	1100004
1100005	1100005
1100006	1100006
1100007	1100007
1100008	1100008
1100009	1100009
1100010	1100010
1100011	1100011
1100012	1100012
1100013	1100014
1100014	1100013
1200001	1200002
1200002	1200003
1200003	1200004
12000030	1200004
1200004	1200005
12000040	1200005
1200005	1200006
1200006	1200006
1200007	1200007
1200008	1200008
12000080	1200008
1200009	1200009
1200010	10
12000100	10
1200011	1200010
1200012	3
12000120	3
1200013	1200011
1200014	4
12000140	4
1200015	1200012
12000150	1200012
1200016	1200013
1200017	1200014
1200019	1200015
1200020	1200016
12000200	1200016
1200021	3
12000210	3
1200022	1200017
1200023	1200018
1200024	1200019
1200025	1200020
1200026	3
12000260	3
1200027	1200021
12000270	1200021
1200028	1200022
1200029	1200023
1200030	9
12000300	9
1200031	15
12000310	15
1200032	1200024
1200033	1200025
1200034	9
1200035	9
1200036	1200026
12000360	1200026
1200037	3
12000370	3
1200038	8
12000380	8
1200039	7
12000390	7
1200040	3
12000400	3
1200041	5
12000410	5
1200042	1200012
12000420	1200012
1200043	1200027
1200044	10
12000440	10
1200045	1200012
12000450	1200012
1200046	1200028
1200047	15
12000470	15
1200048	5
1200049	1200029
1200050	8
1200051	1200030
1200052	1200031
1200053	1200032
1200054	1200031
1200055	1200033
1200056	1200034
1200057	1200035
1200058	1200036
1200059	1200037
1200060	1200222
1200061	1200038
1200062	1200039
1200063	1200040
1200064	1200041
12000640	1200041
1200065	1200042
1200066	3
12000660	3
1200067	1200043
1200068	1200044
1200069	1200045
1200070	1200046
1200071	3
1200072	3
1200073	1200047
1200074	1200223
1200075	1200049
1200076	3
12000760	3
1200077	5
1200078	1200050
1200079	1200051
12000790	1200051
1200080	1200034
1200081	1200052
1200082	1200053
1200083	1200054
1200084	1200055
1200085	1200056
1200086	1200057
1200087	1000004
1200088	1200058
1200089	1200059
1200090	1200060
1200091	1200117
1200092	1200061
1200093	1200062
1200094	1200063
1200095	1200064
1200096	1200065
1200097	1200066
1200098	1200224
1200099	1200292
1200100	1200068
1200101	1200069
1200102	1200073
12001020	1200073
1200104	1200239
1200105	1200071
1200106	1200074
1200107	1200072
1200108	1200070
1200109	1200075
1200110	1200076
1200111	1200252
1200112	1200077
1200113	1200078
1200114	1200079
1200115	1200080
1200116	1200227
1200117	1200081
1200118	1200082
1200119	1200083
1200120	1200084
1200121	1200085
12001210	1200085
1200122	1200086
12001220	1200086
1200123	1200087
12001230	1200087
1200124	1200088
12001240	1200088
1200125	1200089
12001250	1200089
1200126	1200090
12001260	1200090
1200127	1200091
12001270	1200091
1200128	1200092
12001280	1200092
1200129	1200093
12001290	1200093
1200130	1200094
12001300	1200094
1200131	1200096
1200132	1200097
1200133	1200098
1200134	1200100
1200135	1200099
1200136	1200101
1200137	1200102
1200138	1200103
1200139	1200104
1200140	1200105
1200141	1200106
1200142	1200107
1200143	1200108
1200144	1200109
1200145	1200110
1200146	1200111
1200147	1000001
1200148	1200112
1200149	1000001
1200150	1000001
1200151	1000001
1200152	1000001
1200153	1000001
1200154	1000001
1200155	1000001
1200156	1000001
1200157	1000001
1200158	1000001
1200159	1000001
1200160	1000002
1200161	1000002
1200162	1000001
1200163	1000002
1200164	1000001
1200165	1000001
1200166	1000002
1200167	1000002
1200168	1000002
1200169	1000002
1200170	1200115
1200171	1000001
1200172	1000002
1200173	1000002
1200174	1000002
1200175	1200116
1200176	1000002
1200177	1000001
1200178	1000001
1200179	1000001
1200180	1000001
1200181	1000002
1200182	1000002
1200183	1000002
1200184	1000002
1200185	1000002
1200186	1000003
1200187	1000001
1200188	1000002
1200189	1000003
1200190	1000002
1200191	1200118
1200192	1200119
1200193	1200120
1200194	1200120
1200195	1200121
1200196	1200122
1200197	1200121
1200198	1200123
1200199	1200124
1200200	1200125
1200201	1200014
1200202	1200014
1200203	1200006
1200204	1200204
1200205	1000002
1200206	1000002
1200207	1000002
1200208	1200014
1200209	1200014
1200210	1200014
1200211	1000003
1200212	1200126
1200213	1200127
1200214	1200129
1200215	1200067
1200216	8
12002160	8
1200217	1200048
1200218	3
12002180	3
1200219	8
12002190	8
1200220	1200217
1200221	1200130
1200222	1200131
1200223	1200132
1200224	1200014
1200225	1200014
1200226	1200133
1200227	1200133
1200228	10
12002280	10
1200229	1200135
1200230	1200136
1200231	1200137
12002310	1200137
1200232	1200014
1200233	1200138
1200234	30
1200235	1200140
1200236	1200014
1200237	8
12002370	8
1200238	7
12002380	7
1200239	8
12002390	8
1200240	1200143
1200241	1200144
1200242	1000004
1200243	1000004
1200244	1200146
1200245	1200145
1200246	1200147
1200247	1200148
1200248	8
12002480	8
1200249	1200149
1200250	15
1200251	1200152
1200252	1000001
1200253	1200154
1200254	1200155
1200255	1200156
1200256	1200164
1200257	1200157
1200258	1200158
1200259	1200159
1200260	3
12002600	3
1200261	1200221
1200262	1200160
1200263	1200233
1200264	1200238
1200265	1200161
1200266	1200162
1200267	1200163
1200268	1000004
1200269	1000004
1200270	1000004
1200271	1000004
1200272	1200145
1200273	1200231
1200274	1200014
1200275	1200014
1200276	1200014
1200277	30
1200278	30
1200279	30
1200280	1200165
1200281	1200166
1200282	1200234
1200283	1200235
1200284	1200167
1200285	1200168
12002850	1200168
1200286	18
1200287	18
1200288	1000003
1200289	10
12002890	10
1200290	1200273
1200291	1200172
1200292	1200173
1200293	1200040
1200294	1200172
1200295	1200172
1200296	1200259
1200297	1200174
1200298	1200175
1200299	1200184
1200300	1200308
12003000	1200176
1200301	1200076
1200302	9
12003020	9
1200303	30
1200304	8
1200305	17
1200306	17
1200307	1200168
1200308	1200180
1200309	1200182
1200310	1200181
1200311	1200183
1200312	750300
1200313	1200228
1200314	1200185
1200315	1200186
1200316	1200187
1200317	1000001
1200318	1000002
1200319	1000003
1200320	1000001
1200321	1000002
1200322	1000003
1200323	1000001
1200324	1000002
1200325	1000003
1200326	1000001
1200327	1000002
1200328	1000003
1200329	1000001
1200330	1000002
1200331	1000003
1200332	1000001
1200333	1000002
1200334	1000003
1200335	1000001
1200336	1000002
1200337	1000003
1200338	1200006
1200339	1200120
1200340	1200014
1200341	1200014
1200342	1200014
1200343	1200214
1200344	1200188
1200345	1200189
1200346	1200190
1200347	1200191
1200348	1200192
1200349	1200193
12003490	1200193
1200350	9
1200351	9
1200352	1200194
1200353	1200195
1200354	1200196
1200355	1200273
1200356	9
1200357	9
1200358	1200006
1200359	1200232
1200360	1200014
1200361	1200197
1200362	1200198
1200363	1200199
1200364	1200229
1200365	1200014
1200366	1200014
1200367	1200225
1200368	1200226
1200369	1200200
1200370	1000003
1200371	9
12003710	9
1200372	1200201
1200373	1200202
1200374	1200236
12003740	1200236
1200375	1200220
1200376	1200230
1200377	1200203
1200378	1000003
1200379	1200205
1200380	1200237
1200381	1000004
1200382	1200206
1200383	1200207
1200384	1200208
1200385	1000001
1200386	1000001
1200387	1000001
1200388	1000001
1200389	1000001
1200390	1000001
1200391	1000001
1200392	1000001
1200393	1000001
1200394	1000001
1200395	1000001
1200396	1000001
1200397	1000001
1200398	1000001
1200399	1000001
1200400	1200209
1200401	1200210
1200402	1200211
1200403	1200213
1200404	1000003
1200405	1200215
1200406	1200216
1200407	1200218
1200408	1200219
1200409	5
1200410	1200240
1200411	1200241
1200412	9
12004120	9
1200413	1200242
1200414	1200243
1200415	1200244
1200416	1200245
1200417	1200246
1200418	10
1200419	10
1200420	1200247
1200421	1200248
1200422	1200249
1200423	1200250
1200424	1200251
1200425	8
12004250	8
1200426	1200253
1200427	1200254
1200428	1200255
1200429	1200255
1200430	1200255
1200431	1200255
1200432	1200258
1200433	1200260
1200434	1200261
1200435	1200127
1200436	1200309
1200437	1200264
1200438	1200208
1200439	1200264
1200440	1000003
1200441	1200265
1200442	1200266
1200443	1200267
1200444	1200273
1200445	1200268
1200446	1200309
1200447	1200146
1200448	1200270
1200449	1200267
1200450	1200271
1200451	1200272
1200452	1200273
1200453	1000003
1200454	1200274
1200455	1200309
1200456	1200277
1200457	1200278
1200458	1200127
1200459	1200267
1200460	1200267
1200461	1000003
1200462	1200279
1200463	1200280
1200464	1200264
1200465	1200281
1200466	1200273
1200467	1200281
1200468	1200240
1200469	1200283
1200470	1200284
1200471	1200285
1200472	1200286
1200473	1200287
1200474	1200288
1200475	1000003
1200476	1200289
12004760	1200289
1200477	1200172
1200478	9
12004780	9
1200479	1200291
1200480	1200293
1200481	1200294
1200482	1200273
1200483	1200273
1200484	1200295
1200485	1200296
1200486	1200297
1200487	1200298
1200488	1200299
1200489	1200300
1200490	1200301
1200491	1200120
1200492	1200302
1200493	6
1200494	1200303
1200495	1200304
1200496	1200305
1200497	1200120
1200498	17
1200499	1200306
1200500	1200307
1200501	1200310
1200502	1200014
1200503	1000004
1200504	1000004
1200505	1000004
1200506	1000004
1200507	1000004
1200508	1000005
1200509	1000005
1200510	1000005
1200511	1000005
1200512	1000005
1200562	1200342
2000000	1300001
2000001	1300002
2000002	1300003
2000003	1300004
2000004	1300005
2000005	1300006
2000006	1300007
2000007	1300008
2000008	1300009
2000009	1300010
2000010	1300011
2000011	1300012
2000012	1300013
2000013	1300014
2000014	1300015
2000015	1300016
2000016	1300017
2000017	1300018
2000018	1300019
2000019	1300020
2000020	1300021
2000021	1300022
2000022	1300023
2000023	1300024
2000024	1300025
2000025	1300026
2000026	1300027
2000027	1300031
2000028	1300028
2000029	1300029
2000030	1300032
2000031	1300030
2000099	1300001
2100000	1000001
2100001	1000001
2100002	1000001
2100003	1000001
2100004	1000001
2100005	1000001
2100006	1000001
2100007	1000001
2200000	1000001
2200001	1000001
2200002	1000001
2200003	1000001
2200004	1000001
2200005	1000001
2200006	1000001
2200007	1000001
2500000	1000001
2500001	1000001
2500002	1000001
2500003	1000001
2500004	1000001
2500005	1000001
2500006	1000001
2500007	1000001
2300000	1000001
2300001	1000001
2300002	1000001
2300003	1000001
2300004	1000001
2300005	1000001
2300006	1000001
2300007	1000001
2101000	1000002
2101001	1000002
2101002	1000002
2101003	1000002
2101004	1000002
2101005	1000002
2101006	1000002
2101007	1000002
2120000	1000001
2120001	1000002
2120002	1000001
2120003	1000002
2120004	1000001
2120005	1000002
2120006	1000001
2120007	1000002
2120008	1000001
2120009	1000002
2120010	1000001
2120011	1000002
2120012	1000001
2120013	1000002
2201000	1000002
2201001	1000002
2201002	1000002
2201003	1000002
2201004	1000002
2201005	1000002
2201006	1000002
2201007	1000002
2210000	1000001
2210001	1000002
2210002	1000001
2210003	1000002
2210004	1000001
2210005	1000002
2210006	1000001
2210007	1000002
2210008	1000001
2210009	1000002
2210010	1000001
2210011	1000002
2210012	1000001
2210013	1000002
2210014	1000001
2210015	1000002
2210016	1000001
2210017	1000002
2501000	1000002
2501001	1000002
2501002	1000002
2501003	1000002
2501004	1000002
2501005	1000002
2501006	1000002
2501007	1000002
2510000	1000001
2510001	1000002
2510002	1000001
2510003	1000002
2510004	1000001
2510005	1000002
2510006	1000001
2510007	1000002
2510008	1000001
2510009	1000002
2510010	1000001
2510011	1000002
2510012	1000001
2510013	1000002
2510014	1000001
2510015	1000002
2510016	1000001
2510017	1000002
2510018	1000001
2510019	1000002
2301000	1000002
2301001	1000002
2301002	1000002
2301003	1000002
2301004	1000002
2301005	1000002
2301006	1000002
2301007	1000002
2330000	1000001
2330001	1000002
2330002	1000001
2330003	1000002
2330004	1000001
2330005	1000002
2330006	1000001
2330007	1000002
2330008	1000001
2330009	1000002
2330010	1000001
2330011	1000002
2330012	1000001
2330013	1000002
2330014	1000001
2330015	1000002
2330016	1000001
2330017	1000002
2220000	1000001
2220001	1000002
2220002	1000001
2220003	1000002
2220004	1000001
2220005	1000002
2220006	1000001
2220007	1000002
2220008	1000001
2220009	1000002
2220010	1000001
2220011	1000002
2220012	1000001
2220013	1000002
2220014	1000001
2220015	1000002
2220016	1000001
2220017	1000002
