24	1053	600000001	2106	600000008	50	50|100|150|200|200|250|250|300|350|400|400|400|400|400|400|400|400	1
25	1118	600000001	2236	600000008	50	50|100|150|200|200|250|250|300|350|400|400|400|400|400|400|400|400	1
26	1229	600000001	2457	600000008	50	50|100|150|200|200|250|250|300|350|400|400|400|400|400|400|400|400	1
27	1310	600000001	2619	600000008	50	50|100|150|200|200|250|250|300|350|400|400|400|400|400|400|400|400	1
28	1377	600000001	2754	600000008	50	50|100|150|200|200|250|250|300|350|400|400|400|400|400|400|400|400	1
29	1472	600000001	2943	600000008	50	50|100|150|200|200|250|250|300|350|400|400|400|400|400|400|400|400	1
30	1553	600000001	3105	600000008	50	50|100|150|200|200|250|250|300|350|400|400|400|400|400|400|400|400	1
31	1708	600000001	3416	600000008	50	50|100|150|200|200|250|250|300|350|400|400|400|400|400|400|400|400	1
32	1806	600000001	3612	600000008	50	50|100|150|200|200|250|250|300|350|400|400|400|400|400|400|400|400	1
33	1918	600000001	3836	600000008	50	50|100|150|200|200|250|250|300|350|400|400|400|400|400|400|400|400	1
34	2030	600000001	4060	600000008	50	50|100|150|200|200|250|250|300|350|400|400|400|400|400|400|400|400	1
35	2156	600000001	4312	600000008	50	50|100|150|200|200|250|250|300|350|400|400|400|400|400|400|400|400	1
36	2364	600000001	4727	600000008	50	50|100|150|200|200|250|250|300|350|400|400|400|400|400|400|400|400	1
37	2509	600000001	5017	600000008	50	50|100|150|200|200|250|250|300|350|400|400|400|400|400|400|400|400	1
38	2668	600000001	5336	600000008	50	50|100|150|200|200|250|250|300|350|400|400|400|400|400|400|400|400	1
39	2828	600000001	5655	600000008	50	50|100|150|200|200|250|250|300|350|400|400|400|400|400|400|400|400	1
40	2987	600000001	5974	600000008	50	50|100|150|200|200|250|250|300|350|400|400|400|400|400|400|400|400	1
41	3176	600000001	6351	600000008	50	50|100|150|200|200|250|250|300|350|400|400|400|400|400|400|400|400	1
42	3364	600000001	6728	600000008	50	50|100|150|200|200|250|250|300|350|400|400|400|400|400|400|400|400	1
43	3567	600000001	7134	600000008	50	50|100|150|200|200|250|250|300|350|400|400|400|400|400|400|400|400	1
44	3785	600000001	7569	600000008	50	50|100|150|200|200|250|250|300|350|400|400|400|400|400|400|400|400	1
45	4017	600000001	8033	600000008	50	50|100|150|200|200|250|250|300|350|400|400|400|400|400|400|400|400	1
46	4249	600000001	8497	600000008	50	50|100|150|200|200|250|250|300|350|400|400|400|400|400|400|400|400	1
47	4510	600000001	9019	600000008	50	50|100|150|200|200|250|250|300|350|400|400|400|400|400|400|400|400	1
48	4771	600000001	9541	600000008	50	50|100|150|200|200|250|250|300|350|400|400|400|400|400|400|400|400	1
49	5061	600000001	10121	600000008	50	50|100|150|200|200|250|250|300|350|400|400|400|400|400|400|400|400	1
50	5365	600000001	10730	600000008	50	50|100|150|200|200|250|250|300|350|400|400|400|400|400|400|400|400	1
51	5684	600000001	11368	600000008	50	50|100|150|200|200|250|250|300|350|400|400|400|400|400|400|400|400	1
52	6032	600000001	12064	600000008	50	50|100|150|200|200|250|250|300|350|400|400|400|400|400|400|400|400	1
53	6395	600000001	12789	600000008	50	50|100|150|200|200|250|250|300|350|400|400|400|400|400|400|400|400	1
54	6772	600000001	13543	600000008	50	50|100|150|200|200|250|250|300|350|400|400|400|400|400|400|400|400	1
55	7178	600000001	14355	600000008	50	50|100|150|200|200|250|250|300|350|400|400|400|400|400|400|400|400	1
56	7613	600000001	15225	600000008	50	50|100|150|200|200|250|250|300|350|400|400|400|400|400|400|400|400	1
57	8077	600000001	16153	600000008	50	50|100|150|200|200|250|250|300|350|400|400|400|400|400|400|400|400	1
58	8555	600000001	17110	600000008	50	50|100|150|200|200|250|250|300|350|400|400|400|400|400|400|400|400	1
59	9077	600000001	18154	600000008	50	50|100|150|200|200|250|250|300|350|400|400|400|400|400|400|400|400	1
60	9614	600000001	19227	600000008	50	50|100|150|200|200|250|250|300|350|400|400|400|400|400|400|400|400	1
