402	33	战神诀	26097	1160
402	34	战神诀	27923	1190
402	35	战神诀	29877	1220
402	36	战神诀	31968	1250
402	37	战神诀	34205	1280
402	38	战神诀	36599	1310
402	39	战神诀	39160	1340
402	40	战神诀	41901	1370
402	41	战神诀	44834	1400
402	42	战神诀	47972	1430
402	43	战神诀	51330	1460
402	44	战神诀	54923	1490
402	45	战神诀	58767	1520
402	46	战神诀	62880	1550
402	47	战神诀	67281	1580
402	48	战神诀	71990	1610
402	49	战神诀	77029	1640
402	50	战神诀	82421	1670
403	1	法神诀	3000	200
403	2	法神诀	3210	230
403	3	法神诀	3434	260
403	4	法神诀	3674	290
403	5	法神诀	3931	320
403	6	法神诀	4206	350
403	7	法神诀	4500	380
403	8	法神诀	4815	410
403	9	法神诀	5152	440
403	10	法神诀	5512	470
403	11	法神诀	5897	500
403	12	法神诀	6309	530
403	13	法神诀	6750	560
403	14	法神诀	7222	590
403	15	法神诀	7727	620
403	16	法神诀	8267	650
403	17	法神诀	8845	680
403	18	法神诀	9464	710
403	19	法神诀	10126	740
403	20	法神诀	10834	770
403	21	法神诀	11592	800
403	22	法神诀	12403	830
403	23	法神诀	13271	860
403	24	法神诀	14199	890
403	25	法神诀	15192	920
403	26	法神诀	16255	950
403	27	法神诀	17392	980
403	28	法神诀	18609	1010
403	29	法神诀	19911	1040
403	30	法神诀	21304	1070
403	31	法神诀	22795	1100
403	32	法神诀	24390	1130
403	33	法神诀	26097	1160
403	34	法神诀	27923	1190
403	35	法神诀	29877	1220
403	36	法神诀	31968	1250
403	37	法神诀	34205	1280
403	38	法神诀	36599	1310
403	39	法神诀	39160	1340
403	40	法神诀	41901	1370
403	41	法神诀	44834	1400
403	42	法神诀	47972	1430
403	43	法神诀	51330	1460
403	44	法神诀	54923	1490
403	45	法神诀	58767	1520
403	46	法神诀	62880	1550
403	47	法神诀	67281	1580
403	48	法神诀	71990	1610
403	49	法神诀	77029	1640
403	50	法神诀	82421	1670
404	1	洞察先机	3000	200
404	2	洞察先机	3210	230
404	3	洞察先机	3434	260
404	4	洞察先机	3674	290
404	5	洞察先机	3931	320
404	6	洞察先机	4206	350
404	7	洞察先机	4500	380
404	8	洞察先机	4815	410
404	9	洞察先机	5152	440
404	10	洞察先机	5512	470
404	11	洞察先机	5897	500
404	12	洞察先机	6309	530
404	13	洞察先机	6750	560
404	14	洞察先机	7222	590
404	15	洞察先机	7727	620
404	16	洞察先机	8267	650
404	17	洞察先机	8845	680
404	18	洞察先机	9464	710
404	19	洞察先机	10126	740
404	20	洞察先机	10834	770
404	21	洞察先机	11592	800
404	22	洞察先机	12403	830
404	23	洞察先机	13271	860
404	24	洞察先机	14199	890
404	25	洞察先机	15192	920
404	26	洞察先机	16255	950
404	27	洞察先机	17392	980
404	28	洞察先机	18609	1010
404	29	洞察先机	19911	1040
404	30	洞察先机	21304	1070
404	31	洞察先机	22795	1100
404	32	洞察先机	24390	1130
404	33	洞察先机	26097	1160
404	34	洞察先机	27923	1190
404	35	洞察先机	29877	1220
404	36	洞察先机	31968	1250
404	37	洞察先机	34205	1280
404	38	洞察先机	36599	1310
404	39	洞察先机	39160	1340
404	40	洞察先机	41901	1370
404	41	洞察先机	44834	1400
404	42	洞察先机	47972	1430
404	43	洞察先机	51330	1460
404	44	洞察先机	54923	1490
404	45	洞察先机	58767	1520
404	46	洞察先机	62880	1550
404	47	洞察先机	67281	1580
404	48	洞察先机	71990	1610
404	49	洞察先机	77029	1640
404	50	洞察先机	82421	1670
405	1	弱点识破	3000	200
405	2	弱点识破	3210	230
405	3	弱点识破	3434	260
405	4	弱点识破	3674	290
405	5	弱点识破	3931	320
405	6	弱点识破	4206	350
405	7	弱点识破	4500	380
405	8	弱点识破	4815	410
405	9	弱点识破	5152	440
405	10	弱点识破	5512	470
405	11	弱点识破	5897	500
405	12	弱点识破	6309	530
405	13	弱点识破	6750	560
405	14	弱点识破	7222	590
405	15	弱点识破	7727	620
405	16	弱点识破	8267	650
405	17	弱点识破	8845	680
405	18	弱点识破	9464	710
405	19	弱点识破	10126	740
405	20	弱点识破	10834	770
405	21	弱点识破	11592	800
405	22	弱点识破	12403	830
405	23	弱点识破	13271	860
405	24	弱点识破	14199	890
405	25	弱点识破	15192	920
405	26	弱点识破	16255	950
405	27	弱点识破	17392	980
405	28	弱点识破	18609	1010
405	29	弱点识破	19911	1040
405	30	弱点识破	21304	1070
405	31	弱点识破	22795	1100
405	32	弱点识破	24390	1130
405	33	弱点识破	26097	1160
405	34	弱点识破	27923	1190
405	35	弱点识破	29877	1220
405	36	弱点识破	31968	1250
405	37	弱点识破	34205	1280
405	38	弱点识破	36599	1310
405	39	弱点识破	39160	1340
405	40	弱点识破	41901	1370
405	41	弱点识破	44834	1400
405	42	弱点识破	47972	1430
405	43	弱点识破	51330	1460
405	44	弱点识破	54923	1490
405	45	弱点识破	58767	1520
405	46	弱点识破	62880	1550
405	47	弱点识破	67281	1580
405	48	弱点识破	71990	1610
405	49	弱点识破	77029	1640
405	50	弱点识破	82421	1670
406	1	钢筋铁骨	3000	200
406	2	钢筋铁骨	3210	230
406	3	钢筋铁骨	3434	260
406	4	钢筋铁骨	3674	290
406	5	钢筋铁骨	3931	320
406	6	钢筋铁骨	4206	350
406	7	钢筋铁骨	4500	380
406	8	钢筋铁骨	4815	410
406	9	钢筋铁骨	5152	440
406	10	钢筋铁骨	5512	470
406	11	钢筋铁骨	5897	500
406	12	钢筋铁骨	6309	530
406	13	钢筋铁骨	6750	560
406	14	钢筋铁骨	7222	590
406	15	钢筋铁骨	7727	620
406	16	钢筋铁骨	8267	650
406	17	钢筋铁骨	8845	680
406	18	钢筋铁骨	9464	710
406	19	钢筋铁骨	10126	740
406	20	钢筋铁骨	10834	770
406	21	钢筋铁骨	11592	800
406	22	钢筋铁骨	12403	830
406	23	钢筋铁骨	13271	860
406	24	钢筋铁骨	14199	890
406	25	钢筋铁骨	15192	920
406	26	钢筋铁骨	16255	950
406	27	钢筋铁骨	17392	980
406	28	钢筋铁骨	18609	1010
406	29	钢筋铁骨	19911	1040
406	30	钢筋铁骨	21304	1070
406	31	钢筋铁骨	22795	1100
406	32	钢筋铁骨	24390	1130
406	33	钢筋铁骨	26097	1160
406	34	钢筋铁骨	27923	1190
406	35	钢筋铁骨	29877	1220
406	36	钢筋铁骨	31968	1250
406	37	钢筋铁骨	34205	1280
406	38	钢筋铁骨	36599	1310
406	39	钢筋铁骨	39160	1340
406	40	钢筋铁骨	41901	1370
406	41	钢筋铁骨	44834	1400
406	42	钢筋铁骨	47972	1430
406	43	钢筋铁骨	51330	1460
406	44	钢筋铁骨	54923	1490
406	45	钢筋铁骨	58767	1520
406	46	钢筋铁骨	62880	1550
406	47	钢筋铁骨	67281	1580
406	48	钢筋铁骨	71990	1610
406	49	钢筋铁骨	77029	1640
406	50	钢筋铁骨	82421	1670
407	1	不动如山	3000	200
407	2	不动如山	3210	230
407	3	不动如山	3434	260
407	4	不动如山	3674	290
407	5	不动如山	3931	320
407	6	不动如山	4206	350
407	7	不动如山	4500	380
407	8	不动如山	4815	410
407	9	不动如山	5152	440
407	10	不动如山	5512	470
407	11	不动如山	5897	500
407	12	不动如山	6309	530
407	13	不动如山	6750	560
407	14	不动如山	7222	590
407	15	不动如山	7727	620
407	16	不动如山	8267	650
407	17	不动如山	8845	680
407	18	不动如山	9464	710
407	19	不动如山	10126	740
407	20	不动如山	10834	770
407	21	不动如山	11592	800
407	22	不动如山	12403	830
407	23	不动如山	13271	860
407	24	不动如山	14199	890
407	25	不动如山	15192	920
407	26	不动如山	16255	950
407	27	不动如山	17392	980
407	28	不动如山	18609	1010
407	29	不动如山	19911	1040
407	30	不动如山	21304	1070
407	31	不动如山	22795	1100
407	32	不动如山	24390	1130
407	33	不动如山	26097	1160
407	34	不动如山	27923	1190
407	35	不动如山	29877	1220
407	36	不动如山	31968	1250
407	37	不动如山	34205	1280
407	38	不动如山	36599	1310
407	39	不动如山	39160	1340
407	40	不动如山	41901	1370
407	41	不动如山	44834	1400
407	42	不动如山	47972	1430
407	43	不动如山	51330	1460
407	44	不动如山	54923	1490
407	45	不动如山	58767	1520
407	46	不动如山	62880	1550
407	47	不动如山	67281	1580
407	48	不动如山	71990	1610
407	49	不动如山	77029	1640
407	50	不动如山	82421	1670
