37	2	3	50	54	14000|15000|16000|17000|18000|19000|20000	10|10|20|20|10|5|5
38	2	3	55	59	14000|15000|16000|17000|18000|19000|20000	10|10|20|20|10|5|5
39	2	3	60	60	18000|19000|20000|21000|22000|23000|24000	10|10|20|20|10|5|5
40	2	5	1	4	4000|5000|6000|7000	10|20|20|10
41	2	5	5	9	4000|5000|6000|7000	10|20|20|10
42	2	5	10	14	5000|6000|7000|8000|9000|10000	10|20|20|10|10|5
43	2	5	15	19	5000|6000|7000|8000|9000|10000	10|20|20|10|10|5
44	2	5	20	24	7000|8000|9000|10000|11000|12000	10|20|20|10|10|5
45	2	5	25	29	7000|8000|9000|10000|11000|12000	10|20|20|10|10|5
46	2	5	30	34	9000|10000|11000|12000|13000|14000|15000	10|10|20|20|10|5|5
47	2	5	35	39	9000|10000|11000|12000|13000|14000|15000	10|10|20|20|10|5|5
48	2	5	40	44	12000|13000|14000|15000|16000|17000|18000	10|10|20|20|10|5|5
49	2	5	45	49	12000|13000|14000|15000|16000|17000|18000	10|10|20|20|10|5|5
50	2	5	50	54	16000|17000|18000|19000|20000|21000|22000	10|10|20|20|10|5|5
51	2	5	55	59	16000|17000|18000|19000|20000|21000|22000	10|10|20|20|10|5|5
52	2	5	60	60	20000|21000|22000|23000|24000|25000|26000	10|10|20|20|10|5|5
53	3	3	1	4	2000|3000|4000|5000	10|20|20|10
54	3	3	5	9	2000|3000|4000|5000	10|20|20|10
55	3	3	10	14	3000|4000|5000|6000|7000|8000	10|20|20|10|10|5
56	3	3	15	19	3000|4000|5000|6000|7000|8000	10|20|20|10|10|5
57	3	3	20	24	5000|6000|7000|8000|9000|10000	10|20|20|10|10|5
58	3	3	25	29	5000|6000|7000|8000|9000|10000	10|20|20|10|10|5
59	3	3	30	34	7000|8000|9000|10000|11000|12000|13000	10|10|20|20|10|5|5
60	3	3	35	39	7000|8000|9000|10000|11000|12000|13000	10|10|20|20|10|5|5
61	3	3	40	44	10000|11000|12000|13000|14000|15000|16000	10|10|20|20|10|5|5
62	3	3	45	49	10000|11000|12000|13000|14000|15000|16000	10|10|20|20|10|5|5
63	3	3	50	54	14000|15000|16000|17000|18000|19000|20000	10|10|20|20|10|5|5
64	3	3	55	59	14000|15000|16000|17000|18000|19000|20000	10|10|20|20|10|5|5
65	3	3	60	60	18000|19000|20000|21000|22000|23000|24000	10|10|20|20|10|5|5
66	3	5	1	4	4000|5000|6000|7000	10|20|20|10
67	3	5	5	9	4000|5000|6000|7000	10|20|20|10
68	3	5	10	14	5000|6000|7000|8000|9000|10000	10|20|20|10|10|5
69	3	5	15	19	5000|6000|7000|8000|9000|10000	10|20|20|10|10|5
70	3	5	20	24	7000|8000|9000|10000|11000|12000	10|20|20|10|10|5
71	3	5	25	29	7000|8000|9000|10000|11000|12000	10|20|20|10|10|5
72	3	5	30	34	9000|10000|11000|12000|13000|14000|15000	10|10|20|20|10|5|5
73	3	5	35	39	9000|10000|11000|12000|13000|14000|15000	10|10|20|20|10|5|5
74	3	5	40	44	12000|13000|14000|15000|16000|17000|18000	10|10|20|20|10|5|5
75	3	5	45	49	12000|13000|14000|15000|16000|17000|18000	10|10|20|20|10|5|5
76	3	5	50	54	16000|17000|18000|19000|20000|21000|22000	10|10|20|20|10|5|5
77	3	5	55	59	16000|17000|18000|19000|20000|21000|22000	10|10|20|20|10|5|5
78	3	5	60	60	20000|21000|22000|23000|24000|25000|26000	10|10|20|20|10|5|5
79	4	3	1	4	2000|3000|4000|5000	10|20|20|10
80	4	3	5	9	2000|3000|4000|5000	10|20|20|10
81	4	3	10	14	3000|4000|5000|6000|7000|8000	10|20|20|10|10|5
82	4	3	15	19	3000|4000|5000|6000|7000|8000	10|20|20|10|10|5
83	4	3	20	24	5000|6000|7000|8000|9000|10000	10|20|20|10|10|5
84	4	3	25	29	5000|6000|7000|8000|9000|10000	10|20|20|10|10|5
85	4	3	30	34	7000|8000|9000|10000|11000|12000|13000	10|10|20|20|10|5|5
86	4	3	35	39	7000|8000|9000|10000|11000|12000|13000	10|10|20|20|10|5|5
87	4	3	40	44	10000|11000|12000|13000|14000|15000|16000	10|10|20|20|10|5|5
88	4	3	45	49	10000|11000|12000|13000|14000|15000|16000	10|10|20|20|10|5|5
89	4	3	50	54	14000|15000|16000|17000|18000|19000|20000	10|10|20|20|10|5|5
90	4	3	55	59	14000|15000|16000|17000|18000|19000|20000	10|10|20|20|10|5|5
91	4	3	60	60	18000|19000|20000|21000|22000|23000|24000	10|10|20|20|10|5|5
92	4	5	1	4	4000|5000|6000|7000	10|20|20|10
93	4	5	5	9	4000|5000|6000|7000	10|20|20|10
94	4	5	10	14	5000|6000|7000|8000|9000|10000	10|20|20|10|10|5
95	4	5	15	19	5000|6000|7000|8000|9000|10000	10|20|20|10|10|5
96	4	5	20	24	7000|8000|9000|10000|11000|12000	10|20|20|10|10|5
97	4	5	25	29	7000|8000|9000|10000|11000|12000	10|20|20|10|10|5
98	4	5	30	34	9000|10000|11000|12000|13000|14000|15000	10|10|20|20|10|5|5
99	4	5	35	39	9000|10000|11000|12000|13000|14000|15000	10|10|20|20|10|5|5
100	4	5	40	44	12000|13000|14000|15000|16000|17000|18000	10|10|20|20|10|5|5
101	4	5	45	49	12000|13000|14000|15000|16000|17000|18000	10|10|20|20|10|5|5
102	4	5	50	54	16000|17000|18000|19000|20000|21000|22000	10|10|20|20|10|5|5
103	4	5	55	59	16000|17000|18000|19000|20000|21000|22000	10|10|20|20|10|5|5
104	4	5	60	60	20000|21000|22000|23000|24000|25000|26000	10|10|20|20|10|5|5
105	5	3	1	4	15|20|25|30	10|20|20|10
106	5	3	5	9	15|20|25|30	10|20|20|10
107	5	3	10	14	25|30|35|40|45|50	10|20|20|10|10|5
108	5	3	15	19	25|30|35|40|45|50	10|20|20|10|10|5
109	5	3	20	24	40|45|50|55|60|65	10|20|20|10|10|5
110	5	3	25	29	40|45|50|55|60|65	10|20|20|10|10|5
111	5	3	30	34	55|60|65|70|75|80|85	10|10|20|20|10|5|5
112	5	3	35	39	55|60|65|70|75|80|85	10|10|20|20|10|5|5
113	5	3	40	44	75|80|85|90|95|100|105	10|10|20|20|10|5|5
114	5	3	45	49	75|80|85|90|95|100|105	10|10|20|20|10|5|5
115	5	3	50	54	100|105|110|115|120|125|130	10|10|20|20|10|5|5
116	5	3	55	59	100|105|110|115|120|125|130	10|10|20|20|10|5|5
117	5	3	60	60	130|135|140|145|150|155|160	10|10|20|20|10|5|5
118	5	5	1	4	30|35|40|45	10|20|20|10
119	5	5	5	9	30|35|40|45	10|20|20|10
120	5	5	10	14	40|45|50|55|60|65	10|20|20|10|10|5
121	5	5	15	19	40|45|50|55|60|65	10|20|20|10|10|5
122	5	5	20	24	55|60|65|70|75|80	10|20|20|10|10|5
123	5	5	25	29	55|60|65|70|75|80	10|20|20|10|10|5
124	5	5	30	34	70|75|80|85|90|95|100	10|10|20|20|10|5|5
125	5	5	35	39	70|75|80|85|90|95|100	10|10|20|20|10|5|5
126	5	5	40	44	90|95|100|105|110|115|120	10|10|20|20|10|5|5
127	5	5	45	49	90|95|100|105|110|115|120	10|10|20|20|10|5|5
128	5	5	50	54	115|120|125|130|135|140|145	10|10|20|20|10|5|5
129	5	5	55	59	115|120|125|130|135|140|145	10|10|20|20|10|5|5
130	5	5	60	60	145|150|155|160|165|170|175	10|10|20|20|10|5|5
131	6	3	1	4	15|20|25|30	10|20|20|10
132	6	3	5	9	15|20|25|30	10|20|20|10
133	6	3	10	14	25|30|35|40|45|50	10|20|20|10|10|5
134	6	3	15	19	25|30|35|40|45|50	10|20|20|10|10|5
135	6	3	20	24	40|45|50|55|60|65	10|20|20|10|10|5
136	6	3	25	29	40|45|50|55|60|65	10|20|20|10|10|5
137	6	3	30	34	55|60|65|70|75|80|85	10|10|20|20|10|5|5
138	6	3	35	39	55|60|65|70|75|80|85	10|10|20|20|10|5|5
139	6	3	40	44	75|80|85|90|95|100|105	10|10|20|20|10|5|5
140	6	3	45	49	75|80|85|90|95|100|105	10|10|20|20|10|5|5
141	6	3	50	54	100|105|110|115|120|125|130	10|10|20|20|10|5|5
142	6	3	55	59	100|105|110|115|120|125|130	10|10|20|20|10|5|5
143	6	3	60	60	130|135|140|145|150|155|160	10|10|20|20|10|5|5
144	6	5	1	4	30|35|40|45	10|20|20|10
145	6	5	5	9	30|35|40|45	10|20|20|10
146	6	5	10	14	40|45|50|55|60|65	10|20|20|10|10|5
147	6	5	15	19	40|45|50|55|60|65	10|20|20|10|10|5
148	6	5	20	24	55|60|65|70|75|80	10|20|20|10|10|5
149	6	5	25	29	55|60|65|70|75|80	10|20|20|10|10|5
150	6	5	30	34	70|75|80|85|90|95|100	10|10|20|20|10|5|5
151	6	5	35	39	70|75|80|85|90|95|100	10|10|20|20|10|5|5
152	6	5	40	44	90|95|100|105|110|115|120	10|10|20|20|10|5|5
153	6	5	45	49	90|95|100|105|110|115|120	10|10|20|20|10|5|5
154	6	5	50	54	115|120|125|130|135|140|145	10|10|20|20|10|5|5
155	6	5	55	59	115|120|125|130|135|140|145	10|10|20|20|10|5|5
156	6	5	60	60	145|150|155|160|165|170|175	10|10|20|20|10|5|5
157	7	3	1	4	3|4|5|6	10|20|20|10
158	7	3	5	9	3|4|5|6	10|20|20|10
159	7	3	10	14	5|6|7|8|9|10	10|20|20|10|10|5
160	7	3	15	19	5|6|7|8|9|10	10|20|20|10|10|5
161	7	3	20	24	8|9|10|11|12|13	10|20|20|10|10|5
162	7	3	25	29	8|9|10|11|12|13	10|20|20|10|10|5
163	7	3	30	34	11|12|13|14|15|16|17	10|10|20|20|10|5|5
164	7	3	35	39	11|12|13|14|15|16|17	10|10|20|20|10|5|5
165	7	3	40	44	15|16|17|18|19|20|21	10|10|20|20|10|5|5
166	7	3	45	49	15|16|17|18|19|20|21	10|10|20|20|10|5|5
167	7	3	50	54	21|22|23|24|25|26|27	10|10|20|20|10|5|5
168	7	3	55	59	21|22|23|24|25|26|27	10|10|20|20|10|5|5
169	7	3	60	60	27|28|29|30|31|32|33	10|10|20|20|10|5|5
170	7	5	1	4	6|7|8|9	10|20|20|10
171	7	5	5	9	6|7|8|9	10|20|20|10
172	7	5	10	14	8|9|10|11|12|13	10|20|20|10|10|5
173	7	5	15	19	8|9|10|11|12|13	10|20|20|10|10|5
174	7	5	20	24	11|12|13|14|15|16	10|20|20|10|10|5
175	7	5	25	29	11|12|13|14|15|16	10|20|20|10|10|5
176	7	5	30	34	14|15|16|17|18|19|20	10|10|20|20|10|5|5
177	7	5	35	39	14|15|16|17|18|19|20	10|10|20|20|10|5|5
178	7	5	40	44	18|19|20|21|22|23|24	10|10|20|20|10|5|5
179	7	5	45	49	18|19|20|21|22|23|24	10|10|20|20|10|5|5
180	7	5	50	54	24|25|26|27|28|29|30	10|10|20|20|10|5|5
181	7	5	55	59	24|25|26|27|28|29|30	10|10|20|20|10|5|5
182	7	5	60	60	30|31|32|33|34|35|36	10|10|20|20|10|5|5
183	8	3	1	4	3|4|5|6	10|20|20|10
184	8	3	5	9	3|4|5|6	10|20|20|10
185	8	3	10	14	5|6|7|8|9|10	10|20|20|10|10|5
186	8	3	15	19	5|6|7|8|9|10	10|20|20|10|10|5
187	8	3	20	24	8|9|10|11|12|13	10|20|20|10|10|5
188	8	3	25	29	8|9|10|11|12|13	10|20|20|10|10|5
189	8	3	30	34	11|12|13|14|15|16|17	10|10|20|20|10|5|5
190	8	3	35	39	11|12|13|14|15|16|17	10|10|20|20|10|5|5
191	8	3	40	44	15|16|17|18|19|20|21	10|10|20|20|10|5|5
192	8	3	45	49	15|16|17|18|19|20|21	10|10|20|20|10|5|5
193	8	3	50	54	21|22|23|24|25|26|27	10|10|20|20|10|5|5
194	8	3	55	59	21|22|23|24|25|26|27	10|10|20|20|10|5|5
195	8	3	60	60	27|28|29|30|31|32|33	10|10|20|20|10|5|5
196	8	5	1	4	6|7|8|9	10|20|20|10
197	8	5	5	9	6|7|8|9	10|20|20|10
198	8	5	10	14	8|9|10|11|12|13	10|20|20|10|10|5
199	8	5	15	19	8|9|10|11|12|13	10|20|20|10|10|5
200	8	5	20	24	11|12|13|14|15|16	10|20|20|10|10|5
201	8	5	25	29	11|12|13|14|15|16	10|20|20|10|10|5
202	8	5	30	34	14|15|16|17|18|19|20	10|10|20|20|10|5|5
203	8	5	35	39	14|15|16|17|18|19|20	10|10|20|20|10|5|5
204	8	5	40	44	18|19|20|21|22|23|24	10|10|20|20|10|5|5
205	8	5	45	49	18|19|20|21|22|23|24	10|10|20|20|10|5|5
206	8	5	50	54	24|25|26|27|28|29|30	10|10|20|20|10|5|5
207	8	5	55	59	24|25|26|27|28|29|30	10|10|20|20|10|5|5
208	8	5	60	60	30|31|32|33|34|35|36	10|10|20|20|10|5|5
209	9	3	1	4	6|7|8|9	10|20|20|10
210	9	3	5	9	6|7|8|9	10|20|20|10
211	9	3	10	14	8|9|10|11|12|13	10|20|20|10|10|5
212	9	3	15	19	8|9|10|11|12|13	10|20|20|10|10|5
213	9	3	20	24	9|10|11|12|13|14	10|20|20|10|10|5
214	9	3	25	29	9|10|11|12|13|14	10|20|20|10|10|5
215	9	3	30	34	10|11|12|13|14|15|16	10|10|20|20|10|5|5
216	9	3	35	39	10|11|12|13|14|15|16	10|10|20|20|10|5|5
217	9	3	40	44	11|12|13|14|15|16|17	10|10|20|20|10|5|5
218	9	3	45	49	11|12|13|14|15|16|17	10|10|20|20|10|5|5
219	9	3	50	54	12|13|14|15|16|17|18	10|10|20|20|10|5|5
220	9	3	55	59	12|13|14|15|16|17|18	10|10|20|20|10|5|5
221	9	3	60	60	14|15|16|17|18|19|20	10|10|20|20|10|5|5
222	9	5	1	4	7|8|9|10	10|20|20|10
223	9	5	5	9	7|8|9|10	10|20|20|10
224	9	5	10	14	9|10|11|12|13|14	10|20|20|10|10|5
225	9	5	15	19	9|10|11|12|13|14	10|20|20|10|10|5
226	9	5	20	24	10|11|12|13|14|15	10|20|20|10|10|5
227	9	5	25	29	10|11|12|13|14|15	10|20|20|10|10|5
228	9	5	30	34	11|12|13|14|15|16|17	10|10|20|20|10|5|5
229	9	5	35	39	11|12|13|14|15|16|17	10|10|20|20|10|5|5
230	9	5	40	44	12|13|14|15|16|17|18	10|10|20|20|10|5|5
231	9	5	45	49	12|13|14|15|16|17|18	10|10|20|20|10|5|5
232	9	5	50	54	13|14|15|16|17|18|19	10|10|20|20|10|5|5
233	9	5	55	59	13|14|15|16|17|18|19	10|10|20|20|10|5|5
234	9	5	60	60	15|16|17|18|19|20|21	10|10|20|20|10|5|5
235	10	3	1	4	6|7|8|9	10|20|20|10
236	10	3	5	9	6|7|8|9	10|20|20|10
237	10	3	10	14	8|9|10|11|12|13	10|20|20|10|10|5
238	10	3	15	19	8|9|10|11|12|13	10|20|20|10|10|5
239	10	3	20	24	9|10|11|12|13|14	10|20|20|10|10|5
240	10	3	25	29	9|10|11|12|13|14	10|20|20|10|10|5
241	10	3	30	34	10|11|12|13|14|15|16	10|10|20|20|10|5|5
242	10	3	35	39	10|11|12|13|14|15|16	10|10|20|20|10|5|5
243	10	3	40	44	11|12|13|14|15|16|17	10|10|20|20|10|5|5
244	10	3	45	49	11|12|13|14|15|16|17	10|10|20|20|10|5|5
245	10	3	50	54	12|13|14|15|16|17|18	10|10|20|20|10|5|5
246	10	3	55	59	12|13|14|15|16|17|18	10|10|20|20|10|5|5
247	10	3	60	60	14|15|16|17|18|19|20	10|10|20|20|10|5|5
248	10	5	1	4	7|8|9|10	10|20|20|10
249	10	5	5	9	7|8|9|10	10|20|20|10
250	10	5	10	14	9|10|11|12|13|14	10|20|20|10|10|5
251	10	5	15	19	9|10|11|12|13|14	10|20|20|10|10|5
252	10	5	20	24	10|11|12|13|14|15	10|20|20|10|10|5
253	10	5	25	29	10|11|12|13|14|15	10|20|20|10|10|5
254	10	5	30	34	11|12|13|14|15|16|17	10|10|20|20|10|5|5
255	10	5	35	39	11|12|13|14|15|16|17	10|10|20|20|10|5|5
256	10	5	40	44	12|13|14|15|16|17|18	10|10|20|20|10|5|5
257	10	5	45	49	12|13|14|15|16|17|18	10|10|20|20|10|5|5
258	10	5	50	54	13|14|15|16|17|18|19	10|10|20|20|10|5|5
259	10	5	55	59	13|14|15|16|17|18|19	10|10|20|20|10|5|5
260	10	5	60	60	15|16|17|18|19|20|21	10|10|20|20|10|5|5
261	11	3	1	4	6|7|8|9	10|20|20|10
262	11	3	5	9	6|7|8|9	10|20|20|10
263	11	3	10	14	8|9|10|11|12|13	10|20|20|10|10|5
264	11	3	15	19	8|9|10|11|12|13	10|20|20|10|10|5
265	11	3	20	24	9|10|11|12|13|14	10|20|20|10|10|5
266	11	3	25	29	9|10|11|12|13|14	10|20|20|10|10|5
267	11	3	30	34	10|11|12|13|14|15|16	10|10|20|20|10|5|5
268	11	3	35	39	10|11|12|13|14|15|16	10|10|20|20|10|5|5
269	11	3	40	44	11|12|13|14|15|16|17	10|10|20|20|10|5|5
270	11	3	45	49	11|12|13|14|15|16|17	10|10|20|20|10|5|5
271	11	3	50	54	12|13|14|15|16|17|18	10|10|20|20|10|5|5
272	11	3	55	59	12|13|14|15|16|17|18	10|10|20|20|10|5|5
273	11	3	60	60	14|15|16|17|18|19|20	10|10|20|20|10|5|5
274	11	5	1	4	7|8|9|10	10|20|20|10
275	11	5	5	9	7|8|9|10	10|20|20|10
276	11	5	10	14	9|10|11|12|13|14	10|20|20|10|10|5
277	11	5	15	19	9|10|11|12|13|14	10|20|20|10|10|5
278	11	5	20	24	10|11|12|13|14|15	10|20|20|10|10|5
279	11	5	25	29	10|11|12|13|14|15	10|20|20|10|10|5
280	11	5	30	34	11|12|13|14|15|16|17	10|10|20|20|10|5|5
281	11	5	35	39	11|12|13|14|15|16|17	10|10|20|20|10|5|5
282	11	5	40	44	12|13|14|15|16|17|18	10|10|20|20|10|5|5
283	11	5	45	49	12|13|14|15|16|17|18	10|10|20|20|10|5|5
284	11	5	50	54	13|14|15|16|17|18|19	10|10|20|20|10|5|5
285	11	5	55	59	13|14|15|16|17|18|19	10|10|20|20|10|5|5
286	11	5	60	60	15|16|17|18|19|20|21	10|10|20|20|10|5|5
287	12	3	1	4	6|7|8|9	10|20|20|10
288	12	3	5	9	6|7|8|9	10|20|20|10
289	12	3	10	14	8|9|10|11|12|13	10|20|20|10|10|5
290	12	3	15	19	8|9|10|11|12|13	10|20|20|10|10|5
291	12	3	20	24	9|10|11|12|13|14	10|20|20|10|10|5
292	12	3	25	29	9|10|11|12|13|14	10|20|20|10|10|5
293	12	3	30	34	10|11|12|13|14|15|16	10|10|20|20|10|5|5
294	12	3	35	39	10|11|12|13|14|15|16	10|10|20|20|10|5|5
295	12	3	40	44	11|12|13|14|15|16|17	10|10|20|20|10|5|5
296	12	3	45	49	11|12|13|14|15|16|17	10|10|20|20|10|5|5
297	12	3	50	54	12|13|14|15|16|17|18	10|10|20|20|10|5|5
298	12	3	55	59	12|13|14|15|16|17|18	10|10|20|20|10|5|5
299	12	3	60	60	14|15|16|17|18|19|20	10|10|20|20|10|5|5
300	12	5	1	4	7|8|9|10	10|20|20|10
301	12	5	5	9	7|8|9|10	10|20|20|10
302	12	5	10	14	9|10|11|12|13|14	10|20|20|10|10|5
303	12	5	15	19	9|10|11|12|13|14	10|20|20|10|10|5
304	12	5	20	24	10|11|12|13|14|15	10|20|20|10|10|5
305	12	5	25	29	10|11|12|13|14|15	10|20|20|10|10|5
306	12	5	30	34	11|12|13|14|15|16|17	10|10|20|20|10|5|5
307	12	5	35	39	11|12|13|14|15|16|17	10|10|20|20|10|5|5
308	12	5	40	44	12|13|14|15|16|17|18	10|10|20|20|10|5|5
309	12	5	45	49	12|13|14|15|16|17|18	10|10|20|20|10|5|5
310	12	5	50	54	13|14|15|16|17|18|19	10|10|20|20|10|5|5
311	12	5	55	59	13|14|15|16|17|18|19	10|10|20|20|10|5|5
312	12	5	60	60	15|16|17|18|19|20|21	10|10|20|20|10|5|5
313	13	3	1	4	6|7|8|9	10|20|20|10
314	13	3	5	9	6|7|8|9	10|20|20|10
315	13	3	10	14	8|9|10|11|12|13	10|20|20|10|10|5
316	13	3	15	19	8|9|10|11|12|13	10|20|20|10|10|5
317	13	3	20	24	9|10|11|12|13|14	10|20|20|10|10|5
318	13	3	25	29	9|10|11|12|13|14	10|20|20|10|10|5
319	13	3	30	34	10|11|12|13|14|15|16	10|10|20|20|10|5|5
320	13	3	35	39	10|11|12|13|14|15|16	10|10|20|20|10|5|5
321	13	3	40	44	11|12|13|14|15|16|17	10|10|20|20|10|5|5
322	13	3	45	49	11|12|13|14|15|16|17	10|10|20|20|10|5|5
323	13	3	50	54	12|13|14|15|16|17|18	10|10|20|20|10|5|5
324	13	3	55	59	12|13|14|15|16|17|18	10|10|20|20|10|5|5
325	13	3	60	60	14|15|16|17|18|19|20	10|10|20|20|10|5|5
326	13	5	1	4	7|8|9|10	10|20|20|10
327	13	5	5	9	7|8|9|10	10|20|20|10
328	13	5	10	14	9|10|11|12|13|14	10|20|20|10|10|5
329	13	5	15	19	9|10|11|12|13|14	10|20|20|10|10|5
330	13	5	20	24	10|11|12|13|14|15	10|20|20|10|10|5
331	13	5	25	29	10|11|12|13|14|15	10|20|20|10|10|5
332	13	5	30	34	11|12|13|14|15|16|17	10|10|20|20|10|5|5
333	13	5	35	39	11|12|13|14|15|16|17	10|10|20|20|10|5|5
334	13	5	40	44	12|13|14|15|16|17|18	10|10|20|20|10|5|5
335	13	5	45	49	12|13|14|15|16|17|18	10|10|20|20|10|5|5
336	13	5	50	54	13|14|15|16|17|18|19	10|10|20|20|10|5|5
337	13	5	55	59	13|14|15|16|17|18|19	10|10|20|20|10|5|5
338	13	5	60	60	15|16|17|18|19|20|21	10|10|20|20|10|5|5
339	14	3	1	4	6|7|8|9	10|20|20|10
340	14	3	5	9	6|7|8|9	10|20|20|10
341	14	3	10	14	8|9|10|11|12|13	10|20|20|10|10|5
342	14	3	15	19	8|9|10|11|12|13	10|20|20|10|10|5
343	14	3	20	24	9|10|11|12|13|14	10|20|20|10|10|5
344	14	3	25	29	9|10|11|12|13|14	10|20|20|10|10|5
345	14	3	30	34	10|11|12|13|14|15|16	10|10|20|20|10|5|5
346	14	3	35	39	10|11|12|13|14|15|16	10|10|20|20|10|5|5
347	14	3	40	44	11|12|13|14|15|16|17	10|10|20|20|10|5|5
348	14	3	45	49	11|12|13|14|15|16|17	10|10|20|20|10|5|5
349	14	3	50	54	12|13|14|15|16|17|18	10|10|20|20|10|5|5
350	14	3	55	59	12|13|14|15|16|17|18	10|10|20|20|10|5|5
351	14	3	60	60	14|15|16|17|18|19|20	10|10|20|20|10|5|5
352	14	5	1	4	7|8|9|10	10|20|20|10
353	14	5	5	9	7|8|9|10	10|20|20|10
354	14	5	10	14	9|10|11|12|13|14	10|20|20|10|10|5
355	14	5	15	19	9|10|11|12|13|14	10|20|20|10|10|5
356	14	5	20	24	10|11|12|13|14|15	10|20|20|10|10|5
357	14	5	25	29	10|11|12|13|14|15	10|20|20|10|10|5
358	14	5	30	34	11|12|13|14|15|16|17	10|10|20|20|10|5|5
359	14	5	35	39	11|12|13|14|15|16|17	10|10|20|20|10|5|5
360	14	5	40	44	12|13|14|15|16|17|18	10|10|20|20|10|5|5
361	14	5	45	49	12|13|14|15|16|17|18	10|10|20|20|10|5|5
362	14	5	50	54	13|14|15|16|17|18|19	10|10|20|20|10|5|5
363	14	5	55	59	13|14|15|16|17|18|19	10|10|20|20|10|5|5
364	14	5	60	60	15|16|17|18|19|20|21	10|10|20|20|10|5|5
365	15	3	1	4	6|7|8|9	10|20|20|10
366	15	3	5	9	6|7|8|9	10|20|20|10
367	15	3	10	14	8|9|10|11|12|13	10|20|20|10|10|5
368	15	3	15	19	8|9|10|11|12|13	10|20|20|10|10|5
369	15	3	20	24	9|10|11|12|13|14	10|20|20|10|10|5
370	15	3	25	29	9|10|11|12|13|14	10|20|20|10|10|5
371	15	3	30	34	10|11|12|13|14|15|16	10|10|20|20|10|5|5
372	15	3	35	39	10|11|12|13|14|15|16	10|10|20|20|10|5|5
373	15	3	40	44	11|12|13|14|15|16|17	10|10|20|20|10|5|5
374	15	3	45	49	11|12|13|14|15|16|17	10|10|20|20|10|5|5
375	15	3	50	54	12|13|14|15|16|17|18	10|10|20|20|10|5|5
376	15	3	55	59	12|13|14|15|16|17|18	10|10|20|20|10|5|5
377	15	3	60	60	14|15|16|17|18|19|20	10|10|20|20|10|5|5
378	15	5	1	4	7|8|9|10	10|20|20|10
379	15	5	5	9	7|8|9|10	10|20|20|10
380	15	5	10	14	9|10|11|12|13|14	10|20|20|10|10|5
381	15	5	15	19	9|10|11|12|13|14	10|20|20|10|10|5
382	15	5	20	24	10|11|12|13|14|15	10|20|20|10|10|5
