1020	0	0	1	9	0	39	1500	0	0	0	0	0	0	0	0
1021	0	0	1	9	0	39	2000	0	0	0	0	0	0	0	0
1022	0	0	1	9	0	39	2500	0	0	0	0	0	0	0	0
1023	0	0	1	13	0	1	2	2	700	0	0	0	0	28	1
1024	0	0	1	13	0	1	2	2	1400	0	0	0	0	28	1
1025	0	0	1	13	0	1	2	2	2100	0	0	0	0	28	1
1026	0	0	1	13	0	1	2	2	2800	0	0	0	0	28	1
1027	0	0	1	13	0	1	2	2	3500	0	0	0	0	28	1
1028	0	0	1	9	0	1	2	2	400	0	0	0	0	14	1
1029	0	0	1	9	0	1	2	2	800	0	0	0	0	14	1
1030	0	0	1	9	0	1	2	2	1200	0	0	0	0	14	1
1031	0	0	1	9	0	1	2	2	1600	0	0	0	0	14	1
1032	0	0	1	9	0	1	2	2	2000	0	0	0	0	14	1
1033	0	0	1	9	0	1	2	2	300	0	0	0	1500	17	0
1034	0	0	1	9	0	1	2	2	600	0	0	0	3000	17	0
1035	0	0	1	9	0	1	23	1	-1000	0	0	0	0	18	0
1036	0	0	1	9	0	1	23	1	-2000	0	0	0	0	18	0
1037	0	0	1	9	0	9	7500	0	0	0	0	0	0	12	2
1038	0	0	1	9	0	9	10000	0	0	0	0	0	0	12	2
1100	1100	0	2	9	0	3	0	22	10	0	0	0	0	19	2
1101	0	0	1	9	0	11	0	0	0	0	0	0	0	20	4
1102	0	0	2	9	0	1	22	1	-200	0	0	0	0	19	0
1103	0	0	2	9	0	1	22	1	-400	0	0	0	0	19	0
1104	0	0	2	9	0	1	22	1	-600	0	0	0	0	19	0
1105	0	0	2	9	0	1	22	1	-800	0	0	0	0	19	0
1106	0	0	2	9	0	1	22	1	-1000	0	0	0	0	19	0
1107	0	0	1	9	0	1	13	1	800	0	0	0	0	10	3
1108	0	0	1	9	0	1	13	1	1600	0	0	0	0	10	3
1109	0	0	1	9	0	1	13	1	2400	0	0	0	0	10	3
1110	0	0	1	9	0	1	13	1	3200	0	0	0	0	10	3
1111	0	0	1	9	0	1	13	1	4000	0	0	0	0	10	3
1112	0	0	1	9	0	1	2	2	300	0	0	0	2100	13	1
1113	0	0	1	9	0	1	2	2	600	0	0	0	4200	13	1
1114	0	0	1	9	0	1	2	2	900	0	0	0	6300	13	1
1115	0	0	1	9	0	1	2	2	1200	0	0	0	8400	13	1
1116	0	0	1	9	0	1	2	2	1500	0	0	0	10500	13	1
1117	0	0	1	9	0	1	13	1	1500	0	0	0	0	10	3
1118	0	0	1	9	0	1	13	1	3000	0	0	0	0	10	3
1119	0	0	1	9	0	1	2	2	100	0	0	0	1000	21	0
1120	0	0	1	9	0	1	2	2	200	0	0	0	2000	21	0
1121	0	0	2	9	0	1	3	2	-500	0	0	0	0	22	0
1122	0	0	2	9	0	1	3	2	-1000	0	0	0	0	22	0
1123	0	0	2	1	0	2	1	0	0	0	0	0	0	23	0
1124	0	0	1	9	1101	12	1126	3000	0	0	0	0	0	22	0
1125	0	0	1	9	1101	12	1127	3000	0	0	0	0	0	22	0
1126	0	0	2	9	0	1	13	2	-2500	0	0	0	0	22	0
1127	0	0	2	9	0	1	13	2	-5000	0	0	0	0	22	0
1128	0	0	1	9	1101	1	2	2	1000	0	0	0	0	24	0
1129	0	0	1	9	1101	1	2	2	2000	0	0	0	0	24	0
1130	1100	0	2	9	0	3	0	27	0	0	0	0	0	19	2
1131	1100	0	2	9	0	3	0	46	0	0	0	0	0	19	2
1132	1100	0	2	9	0	3	0	106	0	0	0	0	0	19	2
1133	1100	0	2	9	0	3	0	187	0	0	0	0	0	19	2
1134	1100	0	2	9	0	3	0	361	0	0	0	0	0	19	2
1135	1100	0	2	9	0	3	0	537	0	0	0	0	0	19	2
1136	1100	0	2	9	0	3	0	848	0	0	0	0	0	19	2
1137	1100	0	2	9	0	3	0	1577	0	0	0	0	0	19	2
1138	1100	0	2	9	0	3	0	2190	0	0	0	0	0	19	2
1139	0	0	2	9	0	1	5	0	-5	0	0	0	0	0	0
1140	0	0	2	9	0	1	5	0	-10	0	0	0	0	0	0
1200	1200	0	2	9	0	3	0	22	0	0	0	0	0	9	2
1201	0	0	1	73	0	2	512	0	0	0	0	0	0	11	2
1202	0	0	1	9	0	1	13	1	3000	200	0	0	0	10	3
1203	0	0	2	9	0	1	7	2	300	0	0	0	0	9	0
1204	0	0	2	9	0	1	7	2	600	0	0	0	0	9	0
1205	0	0	2	9	0	1	7	2	900	0	0	0	0	9	0
1206	0	0	2	9	0	1	7	2	1200	0	0	0	0	9	0
1207	0	0	2	9	0	1	7	2	1500	0	0	0	0	9	0
1208	0	0	1	9	0	40	5000	1213	0	1218	0	0	0	0	0
1209	0	0	1	9	0	40	5000	1214	0	1219	0	0	0	0	0
1210	0	0	1	9	0	40	5000	1215	0	1220	0	0	0	0	0
1211	0	0	1	9	0	40	5000	1216	0	1221	0	0	0	0	0
1212	0	0	1	9	0	40	5000	1217	0	1222	0	0	0	0	0
1213	0	0	1	9	0	1	3	2	500	0	0	0	0	27	1
1214	0	0	1	9	0	1	3	2	1000	0	0	0	0	27	1
1215	0	0	1	9	0	1	3	2	1500	0	0	0	0	27	1
1216	0	0	1	9	0	1	3	2	2000	0	0	0	0	27	1
1217	0	0	1	9	0	1	3	2	2500	0	0	0	0	27	1
1218	0	0	1	9	0	1	2	2	500	0	0	0	0	28	1
1219	0	0	1	9	0	1	2	2	1000	0	0	0	0	28	1
1220	0	0	1	9	0	1	2	2	1500	0	0	0	0	28	1
1221	0	0	1	9	0	1	2	2	2000	0	0	0	0	28	1
1222	0	0	1	9	0	1	2	2	2500	0	0	0	0	28	1
1223	0	0	1	9	0	1	5	0	3	0	0	0	0	11	0
1224	0	0	1	9	0	1	5	0	6	0	0	0	0	11	0
1225	0	0	1	9	0	1	5	0	9	0	0	0	0	11	0
1226	0	0	1	9	0	1	5	0	12	0	0	0	0	11	0
1227	0	0	1	9	0	1	5	0	15	0	0	0	0	11	0
1228	0	0	2	9	0	1	13	2	-2500	0	0	0	0	7	0
1229	0	0	2	9	0	1	13	2	-5000	0	0	0	0	7	0
1230	0	0	1	9	0	1	6	2	300	0	0	0	1500	25	0
1231	0	0	1	9	0	1	6	2	600	0	0	0	3000	25	0
1232	0	0	1	9	0	1	2	2	200	0	0	0	1000	6	0
1233	0	0	1	9	0	1	2	2	400	0	0	0	2000	6	0
1234	0	0	1	9	0	1	5	0	7	0	0	0	0	11	0
1235	0	0	1	9	0	1	5	0	15	0	0	0	0	11	0
1236	0	0	1	9	0	0	0	0	0	0	0	0	0	0	50
1237	1200	0	2	9	0	3	0	27	0	0	0	0	0	9	2
1238	1200	0	2	9	0	3	0	46	0	0	0	0	0	9	2
1239	1200	0	2	9	0	3	0	106	0	0	0	0	0	9	2
1240	1200	0	2	9	0	3	0	187	0	0	0	0	0	9	2
1241	1200	0	2	9	0	3	0	361	0	0	0	0	0	9	2
1242	1200	0	2	9	0	3	0	537	0	0	0	0	0	9	2
1243	1200	0	2	9	0	3	0	848	0	0	0	0	0	9	2
1244	1200	0	2	9	0	3	0	1577	0	0	0	0	0	9	2
1245	1200	0	2	9	0	3	0	2190	0	0	0	0	0	9	2
1302	0	0	1	9	0	4	0	-25	45	0	0	0	0	8	1
1303	0	0	1	31	0	4	0	140	100	0	0	0	0	8	1
1305	0	0	1	9	0	2	32	0	0	0	0	0	0	33	2
1307	0	0	2	9	0	1	13	1	-3000	0	0	0	0	26	3
1309	0	0	2	9	0	2	7	0	0	0	0	0	0	25	1
1310	0	0	1	9	0	1	23	1	0	-9500	0	0	0	10	2
2000	3	0	1	9	0	7	300	0	0	0	0	0	0	6	0
2001	3	0	1	9	0	7	300	800	0	0	0	0	0	18	0
2002	3	0	1	9	0	7	300	800	1000	0	0	0	0	18	0
2003	3	0	1	9	0	7	300	800	1000	300	0	0	0	18	0
2004	3	0	1	9	0	7	300	800	1000	300	300	0	0	18	0
3080	0	0	1	16	0	1	2	0	2000	0	0	0	40000	23	0
3081	0	0	1	16	0	1	2	0	2000	0	0	0	40000	0	0
3450	0	0	2	9	0	1	2	1	-3000	0	0	0	0	22	3
3451	0	0	2	9	0	1	2	1	-3000	0	0	0	0	4	3
3452	0	0	1	9	0	4	1	170	0	0	0	0	0	8	1
3453	0	0	2	9	0	1	3	1	-3000	0	0	0	0	29	3
3454	0	0	2	9	0	1	3	1	-3000	0	0	0	0	31	3
3455	0	0	2	9	0	3	2	100	0	0	1	0	2000	2	0
3456	0	0	2	9	0	1	13	1	-3000	0	0	0	0	26	3
3457	0	0	2	9	0	1	13	1	-3000	0	0	0	0	26	3
3458	0	0	1	9	0	1	2	1	10000	0	0	0	3000	23	0
3459	0	0	1	9	0	1	3	1	10000	0	0	0	3000	0	3
3460	0	0	1	9	0	1	3	1	10000	0	0	0	3000	0	3
3461	0	0	1	9	0	1	13	1	10000	0	0	0	3000	0	3
3462	0	0	2	9	0	3	0	10000	0	0	0	0	0	2	0
3463	0	0	2	9	0	1	2	1	-3000	0	0	0	0	22	3
3464	0	0	2	9	0	1	2	1	-3000	0	0	0	0	4	3
3465	0	0	1	9	0	1	2	1	5000	0	0	0	3000	23	3
3466	0	0	1	9	0	1	3	1	5000	0	0	0	3000	23	3
3467	0	0	1	9	0	1	3	1	5000	0	0	0	3000	23	3
3468	0	0	2	9	0	1	3	1	-5000	0	0	0	0	29	3
3469	0	0	2	9	0	1	3	1	-5000	0	0	0	0	31	3
3470	0	0	1	9	0	1	24	1	1000	0	0	0	0	10	3
3471	0	0	2	9	0	1	13	1	-5000	0	0	0	0	26	3
3472	0	0	2	9	0	3	0	24000	0	0	0	0	0	2	0
3473	0	0	2	9	0	1	13	1	-3000	0	0	0	0	26	3
3474	0	0	1	9	0	1	3	0	99999	0	0	0	3000	17	2
3475	0	0	1	9	0	1	3	0	99999	0	0	0	3000	30	2
3476	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
3477	0	0	0	8	0	24	10000	0	0	0	0	0	0	26	0
3478	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
3479	0	0	0	8	0	2	64	0	0	0	0	0	0	0	0
3480	0	0	1	9	0	1	2	1	10000	0	0	0	3000	0	0
3541	0	0	0	25	0	0	0	0	0	0	0	0	0	24	9999
3542	0	0	2	9	0	0	0	0	0	0	0	0	0	20	0
3629	0	0	0	24	0	2	1	0	0	0	0	0	0	0	3
3631	0	0	2	24	0	0	0	0	0	0	0	0	0	0	1
3632	0	0	2	24	0	0	0	0	0	0	0	0	0	0	1
3633	0	0	2	24	0	0	0	0	0	0	0	0	0	0	1
3634	0	0	2	24	0	0	0	0	0	0	0	0	0	0	1
3635	0	0	2	24	0	0	0	0	0	0	0	0	0	0	1
3645	0	0	1	16	0	1	2	0	1000	0	0	0	50000	17	0
3646	0	0	1	16	0	1	2	0	1000	0	0	0	50000	0	0
3647	0	0	1	16	0	1	3	0	1200	0	0	0	60000	0	0
3648	0	0	1	16	0	1	3	0	1200	0	0	0	60000	0	0
3649	0	0	1	16	0	1	1	0	10000	0	0	0	500000	0	0
3650	0	0	0	16	0	2	32	0	0	0	0	0	0	0	0
