34704	34703	34705	3	3	4	100	2260	1	1	0	0,0,0,0	0,0	24801	600000008,140|600000005,200	600000008,200|600000005,400|130193049,1	3
34705	34704	34801	3	3	5	100	2280	1	1	0	0,0,0,0	0,0	24801	600000008,140|600000005,201	600000008,200|600000005,400|130193049,1	3
34801	34705	34802	3	2	1	100	2300	1	1	0	0,0,0,0	0,0	24901	600000008,140|600000005,202	600000008,200|600000005,400|130193049,1	3
34802	34801	34803	3	2	2	100	2320	1	1	0	0,0,0,0	0,0	24901	600000008,140|600000005,203	600000008,200|600000005,400|130193049,1	3
34803	34802	34804	3	2	3	100	2340	1	1	0	0,0,0,0	0,0	24901	600000008,140|600000005,204	600000008,200|600000005,400|130193049,1	3
34804	34803	34805	3	2	4	100	2360	1	1	0	0,0,0,0	0,0	24901	600000008,140|600000005,205	600000008,200|600000005,400|130193049,1	3
34805	34804	34901	3	2	5	100	2380	1	1	0	0,0,0,0	0,0	24901	600000008,140|600000005,206	600000008,200|600000005,400|130193049,1	3
34901	34805	34902	3	1	1	100	2400	1	1	0	0,0,0,0	0,0	24901	600000008,140|600000005,207	600000008,200|600000005,400|130193049,1	3
34902	34901	34903	3	1	2	100	2420	1	1	0	0,0,0,0	0,0	24901	600000008,140|600000005,208	600000008,200|600000005,400|130193049,1	3
34903	34902	34904	3	1	3	100	2440	1	1	0	0,0,0,0	0,0	24901	600000008,140|600000005,209	600000008,200|600000005,400|130193049,1	3
34904	34903	34905	3	1	4	100	2460	1	1	0	0,0,0,0	0,0	24901	600000008,140|600000005,210	600000008,200|600000005,400|130193049,1	3
34905	34904	44501	3	1	5	100	2480	0	1	1	2,5,300,200	0,0	24901	600000008,140|600000005,211	600000008,200|600000005,400|130193049,1	3
44501	34905	44502	4	5	1	150	2500	0	1	0	0,0,0,0	0,0	34501	600000008,140|600000005,217	600000008,300|600000005,600|130193050,1	4
44502	44501	44503	4	5	2	150	2520	0	1	0	0,0,0,0	0,0	34501	600000008,140|600000005,218	600000008,300|600000005,600|130193050,1	4
44503	44502	44504	4	5	3	150	2540	0	1	0	0,0,0,0	0,0	34501	600000008,140|600000005,219	600000008,300|600000005,600|130193050,1	4
44504	44503	44505	4	5	4	150	2560	0	1	0	0,0,0,0	0,0	34501	600000008,140|600000005,220	600000008,300|600000005,600|130193050,1	4
44505	44504	44601	4	5	5	150	2580	0	1	0	0,0,0,0	0,0	34501	600000008,140|600000005,221	600000008,300|600000005,600|130193050,1	4
44601	44505	44602	4	4	1	150	2600	0	1	0	0,0,0,0	0,0	34501	600000008,140|600000005,222	600000008,300|600000005,600|130193050,1	4
44602	44601	44603	4	4	2	150	2620	0	1	0	0,0,0,0	0,0	34501	600000008,140|600000005,223	600000008,300|600000005,600|130193050,1	4
44603	44602	44604	4	4	3	150	2640	0	1	0	0,0,0,0	0,0	34501	600000008,140|600000005,224	600000008,300|600000005,600|130193050,1	4
44604	44603	44605	4	4	4	150	2660	0	1	0	0,0,0,0	0,0	34501	600000008,140|600000005,225	600000008,300|600000005,600|130193050,1	4
44605	44604	44701	4	4	5	150	2680	0	1	0	0,0,0,0	0,0	34501	600000008,140|600000005,226	600000008,300|600000005,600|130193050,1	4
44701	44605	44702	4	3	1	150	2700	0	1	0	0,0,0,0	0,0	34501	600000008,140|600000005,227	600000008,300|600000005,600|130193050,1	4
44702	44701	44703	4	3	2	150	2720	0	1	0	0,0,0,0	0,0	34501	600000008,140|600000005,228	600000008,300|600000005,600|130193050,1	4
44703	44702	44704	4	3	3	150	2740	0	1	0	0,0,0,0	0,0	34501	600000008,140|600000005,229	600000008,300|600000005,600|130193050,1	4
44704	44703	44705	4	3	4	150	2760	0	1	0	0,0,0,0	0,0	34501	600000008,140|600000005,230	600000008,300|600000005,600|130193050,1	4
44705	44704	44801	4	3	5	150	2780	0	1	0	0,0,0,0	0,0	34501	600000008,140|600000005,231	600000008,300|600000005,600|130193050,1	4
44801	44705	44802	4	2	1	150	2800	0	1	0	0,0,0,0	0,0	34601	600000008,140|600000005,232	600000008,300|600000005,600|130193050,1	4
44802	44801	44803	4	2	2	150	2820	0	1	0	0,0,0,0	0,0	34601	600000008,140|600000005,233	600000008,300|600000005,600|130193050,1	4
44803	44802	44804	4	2	3	150	2840	0	1	0	0,0,0,0	0,0	34601	600000008,140|600000005,234	600000008,300|600000005,600|130193050,1	4
44804	44803	44805	4	2	4	150	2860	0	1	0	0,0,0,0	0,0	34601	600000008,140|600000005,235	600000008,300|600000005,600|130193050,1	4
44805	44804	44901	4	2	5	150	2880	0	1	0	0,0,0,0	0,0	34601	600000008,140|600000005,236	600000008,300|600000005,600|130193050,1	4
44901	44805	44902	4	1	1	150	2900	0	1	0	0,0,0,0	0,0	34601	600000008,140|600000005,237	600000008,300|600000005,600|130193050,1	4
44902	44901	44903	4	1	2	150	2920	0	1	0	0,0,0,0	0,0	34601	600000008,140|600000005,238	600000008,300|600000005,600|130193050,1	4
44903	44902	44904	4	1	3	150	2940	0	1	0	0,0,0,0	0,0	34601	600000008,140|600000005,239	600000008,300|600000005,600|130193050,1	4
44904	44903	44905	4	1	4	150	2960	0	1	0	0,0,0,0	0,0	34601	600000008,140|600000005,240	600000008,300|600000005,600|130193050,1	4
44905	44904	54501	4	1	5	150	2980	0	1	1	3,5,350,200	0,0	34601	600000008,140|600000005,241	600000008,300|600000005,600|130193050,1	4
54501	44905	54502	5	5	1	200	3000	0	1	0	0,0,0,0	0,0	34701	600000008,140|600000005,247	600000008,450|600000005,750|130193051,1	5
54502	54501	54503	5	5	2	200	3020	0	1	0	0,0,0,0	0,0	34701	600000008,140|600000005,248	600000008,450|600000005,750|130193051,1	5
54503	54502	54504	5	5	3	200	3040	0	1	0	0,0,0,0	0,0	34701	600000008,140|600000005,249	600000008,450|600000005,750|130193051,1	5
54504	54503	54505	5	5	4	200	3060	0	1	0	0,0,0,0	0,0	34701	600000008,140|600000005,250	600000008,450|600000005,750|130193051,1	5
54505	54504	54601	5	5	5	200	3080	0	1	0	0,0,0,0	0,0	34701	600000008,140|600000005,251	600000008,450|600000005,750|130193051,1	5
54601	54505	54602	5	4	1	200	3100	0	1	0	0,0,0,0	0,0	34801	600000008,140|600000005,252	600000008,450|600000005,750|130193051,1	5
54602	54601	54603	5	4	2	200	3120	0	1	0	0,0,0,0	0,0	34801	600000008,140|600000005,253	600000008,450|600000005,750|130193051,1	5
54603	54602	54604	5	4	3	200	3140	0	1	0	0,0,0,0	0,0	34801	600000008,140|600000005,254	600000008,450|600000005,750|130193051,1	5
54604	54603	54605	5	4	4	200	3160	0	1	0	0,0,0,0	0,0	34801	600000008,140|600000005,255	600000008,450|600000005,750|130193051,1	5
54605	54604	54701	5	4	5	200	3180	0	1	0	0,0,0,0	0,0	34801	600000008,140|600000005,256	600000008,450|600000005,750|130193051,1	5
54701	54605	54702	5	3	1	200	3200	0	1	0	0,0,0,0	0,0	34801	600000008,140|600000005,257	600000008,450|600000005,750|130193051,1	5
54702	54701	54703	5	3	2	200	3220	0	1	0	0,0,0,0	0,0	34801	600000008,140|600000005,258	600000008,450|600000005,750|130193051,1	5
54703	54702	54704	5	3	3	200	3240	0	1	0	0,0,0,0	0,0	34801	600000008,140|600000005,259	600000008,450|600000005,750|130193051,1	5
54704	54703	54705	5	3	4	200	3260	0	1	0	0,0,0,0	0,0	34801	600000008,140|600000005,260	600000008,450|600000005,750|130193051,1	5
54705	54704	54801	5	3	5	200	3280	0	1	0	0,0,0,0	0,0	34801	600000008,140|600000005,261	600000008,450|600000005,750|130193051,1	5
54801	54705	54802	5	2	1	200	3300	0	1	0	0,0,0,0	0,0	34901	600000008,140|600000005,262	600000008,450|600000005,750|130193051,1	5
54802	54801	54803	5	2	2	200	3320	0	1	0	0,0,0,0	0,0	34901	600000008,140|600000005,263	600000008,450|600000005,750|130193051,1	5
54803	54802	54804	5	2	3	200	3340	0	1	0	0,0,0,0	0,0	34901	600000008,140|600000005,264	600000008,450|600000005,750|130193051,1	5
54804	54803	54805	5	2	4	200	3360	0	1	0	0,0,0,0	0,0	34901	600000008,140|600000005,265	600000008,450|600000005,750|130193051,1	5
54805	54804	54901	5	2	5	200	3380	0	1	0	0,0,0,0	0,0	34901	600000008,140|600000005,266	600000008,450|600000005,750|130193051,1	5
54901	54805	54902	5	1	1	200	3400	0	1	0	0,0,0,0	0,0	34901	600000008,140|600000005,267	600000008,450|600000005,750|130193051,1	5
54902	54901	54903	5	1	2	200	3420	0	1	0	0,0,0,0	0,0	34901	600000008,140|600000005,268	600000008,450|600000005,750|130193051,1	5
54903	54902	54904	5	1	3	200	3440	0	1	0	0,0,0,0	0,0	34901	600000008,140|600000005,269	600000008,450|600000005,750|130193051,1	5
54904	54903	54905	5	1	4	200	3460	0	1	0	0,0,0,0	0,0	34901	600000008,140|600000005,270	600000008,450|600000005,750|130193051,1	5
54905	54904	65000	5	1	5	200	3480	0	1	1	3,5,400,200	0,0	34901	600000008,140|600000005,271	600000008,450|600000005,750|130193051,1	5
65000	54905	0	6	0	0	250	3500	0	1	0	0,0,0,0	0,0	44501	600000008,140|600000005,272	600000008,600|600000005,1000|130193052,1	6
