11101	0	0.0	0	0.0	0	0.0	100	100
11102	0	0.0	0	0.0	0	0.0	200	200
11103	31001	1:2000,2:499	0	0.0	0	0.0	300	300
11104	31003	1:2000,2:500	0	0.0	0	0.0	400	400
11105	31005	1:2000,2:500	0	0.0	0	0.0	500	500
11106	31007	1:2000,2:500	0	0.0	0	0.0	600	600
11107	31009	1:2000,2:500	0	0.0	0	0.0	700	700
11108	31011	1:2000,2:500	0	0.0	0	0.0	800	800
11109	31013	1:2000,2:500	0	0.0	0	0.0	900	900
11201	0	0.0	0	0.0	0	0.0	100	100
11202	0	0.0	0	0.0	0	0.0	200	200
11203	31001	1:2000,2:499	0	0.0	0	0.0	300	300
11204	31003	1:2000,2:500	0	0.0	0	0.0	400	400
11205	31005	1:2000,2:500	0	0.0	0	0.0	500	500
11206	31007	1:2000,2:500	0	0.0	0	0.0	600	600
11207	31009	1:2000,2:500	0	0.0	0	0.0	700	700
11208	31011	1:2000,2:500	0	0.0	0	0.0	800	800
11209	31013	1:2000,2:500	0	0.0	0	0.0	900	900
12001	0	0.0	0	0.0	0	0.0	100	100
12002	0	0.0	0	0.0	0	0.0	200	200
12003	31001	1:2000,2:499	0	0.0	0	0.0	300	300
12004	31003	1:2000,2:500	0	0.0	0	0.0	400	400
12005	31005	1:2000,2:500	0	0.0	0	0.0	500	500
12006	31007	1:2000,2:500	0	0.0	0	0.0	600	600
12007	31009	1:2000,2:500	0	0.0	0	0.0	700	700
12008	31011	1:2000,2:500	0	0.0	0	0.0	800	800
12009	31013	1:2000,2:500	0	0.0	0	0.0	900	900
12101	0	0.0	0	0.0	0	0.0	100	100
12102	0	0.0	0	0.0	0	0.0	200	200
12103	31001	1:2000,2:499	0	0.0	0	0.0	300	300
12104	31003	1:2000,2:500	0	0.0	0	0.0	400	400
12105	31005	1:2000,2:500	0	0.0	0	0.0	500	500
12106	31007	1:2000,2:500	0	0.0	0	0.0	600	600
12107	31009	1:2000,2:500	0	0.0	0	0.0	700	700
12108	31011	1:2000,2:500	0	0.0	0	0.0	800	800
12109	31013	1:2000,2:500	0	0.0	0	0.0	900	900
12201	0	0.0	0	0.0	0	0.0	100	100
12202	0	0.0	0	0.0	0	0.0	200	200
12203	31001	1:2000,2:499	0	0.0	0	0.0	300	300
12204	31003	1:2000,2:500	0	0.0	0	0.0	400	400
12205	31005	1:2000,2:500	0	0.0	0	0.0	500	500
12206	31007	1:2000,2:500	0	0.0	0	0.0	600	600
12207	31009	1:2000,2:500	0	0.0	0	0.0	700	700
12208	31011	1:2000,2:500	0	0.0	0	0.0	800	800
12209	31013	1:2000,2:500	0	0.0	0	0.0	900	900
13001	0	0.0	0	0.0	0	0.0	100	100
13002	0	0.0	0	0.0	0	0.0	200	200
13003	31001	1:2000,2:499	0	0.0	0	0.0	300	300
13004	31003	1:2000,2:500	0	0.0	0	0.0	400	400
13005	31005	1:2000,2:500	0	0.0	0	0.0	500	500
13006	31007	1:2000,2:500	0	0.0	0	0.0	600	600
13007	31009	1:2000,2:500	0	0.0	0	0.0	700	700
13008	31011	1:2000,2:500	0	0.0	0	0.0	800	800
13009	31013	1:2000,2:500	0	0.0	0	0.0	900	900
13101	0	0.0	0	0.0	0	0.0	100	100
13102	0	0.0	0	0.0	0	0.0	200	200
13103	31001	1:2000,2:499	0	0.0	0	0.0	300	300
13104	31003	1:2000,2:500	0	0.0	0	0.0	400	400
13105	31005	1:2000,2:500	0	0.0	0	0.0	500	500
13106	31007	1:2000,2:500	0	0.0	0	0.0	600	600
13107	31009	1:2000,2:500	0	0.0	0	0.0	700	700
13108	31011	1:2000,2:500	0	0.0	0	0.0	800	800
13109	31013	1:2000,2:500	0	0.0	0	0.0	900	900
13201	0	0.0	0	0.0	0	0.0	100	100
13202	0	0.0	0	0.0	0	0.0	200	200
13203	31001	1:2000,2:499	0	0.0	0	0.0	300	300
13204	31003	1:2000,2:500	0	0.0	0	0.0	400	400
13205	31005	1:2000,2:500	0	0.0	0	0.0	500	500
13206	31007	1:2000,2:500	0	0.0	0	0.0	600	600
13207	31009	1:2000,2:500	0	0.0	0	0.0	700	700
13208	31011	1:2000,2:500	0	0.0	0	0.0	800	800
13209	31013	1:2000,2:500	0	0.0	0	0.0	900	900
14001	0	0.0	0	0.0	0	0.0	100	100
14002	0	0.0	0	0.0	0	0.0	200	200
14003	31001	1:2000,2:499	0	0.0	0	0.0	300	300
14004	31003	1:2000,2:500	0	0.0	0	0.0	400	400
14005	31005	1:2000,2:500	0	0.0	0	0.0	500	500
14006	31007	1:2000,2:500	0	0.0	0	0.0	600	600
14007	31009	1:2000,2:500	0	0.0	0	0.0	700	700
14008	31011	1:2000,2:500	0	0.0	0	0.0	800	800
14009	31013	1:2000,2:500	0	0.0	0	0.0	900	900
14101	0	0.0	0	0.0	0	0.0	100	100
14102	0	0.0	0	0.0	0	0.0	200	200
14103	31001	1:2000,2:499	0	0.0	0	0.0	300	300
14104	31003	1:2000,2:500	0	0.0	0	0.0	400	400
14105	31005	1:2000,2:500	0	0.0	0	0.0	500	500
14106	31007	1:2000,2:500	0	0.0	0	0.0	600	600
14107	31009	1:2000,2:500	0	0.0	0	0.0	700	700
14108	31011	1:2000,2:500	0	0.0	0	0.0	800	800
14109	31013	1:2000,2:500	0	0.0	0	0.0	900	900
14201	0	0.0	0	0.0	0	0.0	100	100
14202	0	0.0	0	0.0	0	0.0	200	200
14203	31001	1:2000,2:499	0	0.0	0	0.0	300	300
14204	31003	1:2000,2:500	0	0.0	0	0.0	400	400
14205	31005	1:2000,2:500	0	0.0	0	0.0	500	500
14206	31007	1:2000,2:500	0	0.0	0	0.0	600	600
14207	31009	1:2000,2:500	0	0.0	0	0.0	700	700
14208	31011	1:2000,2:500	0	0.0	0	0.0	800	800
14209	31013	1:2000,2:500	0	0.0	0	0.0	900	900
15001	0	0.0	0	0.0	0	0.0	100	100
15002	0	0.0	0	0.0	0	0.0	200	200
15003	31002	1:2000,2:500	0	0.0	0	0.0	300	300
15004	31004	1:2000,2:500	0	0.0	0	0.0	400	400
15005	31006	1:2000,2:500	0	0.0	0	0.0	500	500
15006	31008	1:2000,2:500	0	0.0	0	0.0	600	600
15007	31010	1:2000,2:500	0	0.0	0	0.0	700	700
15008	31012	1:2000,2:500	0	0.0	0	0.0	800	800
15009	31014	1:2000,2:500	0	0.0	0	0.0	900	900
15101	0	0.0	0	0.0	0	0.0	100	100
15102	0	0.0	0	0.0	0	0.0	200	200
15103	31002	1:2000,2:500	0	0.0	0	0.0	300	300
15104	31004	1:2000,2:500	0	0.0	0	0.0	400	400
15105	31006	1:2000,2:500	0	0.0	0	0.0	500	500
15106	31008	1:2000,2:500	0	0.0	0	0.0	600	600
15107	31010	1:2000,2:500	0	0.0	0	0.0	700	700
15108	31012	1:2000,2:500	0	0.0	0	0.0	800	800
15109	31014	1:2000,2:500	0	0.0	0	0.0	900	900
15201	0	0.0	0	0.0	0	0.0	100	100
15202	0	0.0	0	0.0	0	0.0	200	200
15203	31002	1:2000,2:500	0	0.0	0	0.0	300	300
15204	31004	1:2000,2:500	0	0.0	0	0.0	400	400
15205	31006	1:2000,2:500	0	0.0	0	0.0	500	500
15206	31008	1:2000,2:500	0	0.0	0	0.0	600	600
15207	31010	1:2000,2:500	0	0.0	0	0.0	700	700
15208	31012	1:2000,2:500	0	0.0	0	0.0	800	800
15209	31014	1:2000,2:500	0	0.0	0	0.0	900	900
16001	0	0.0	0	0.0	0	0.0	100	100
16002	0	0.0	0	0.0	0	0.0	200	200
16003	31002	1:2000,2:500	0	0.0	0	0.0	300	300
16004	31004	1:2000,2:500	0	0.0	0	0.0	400	400
16005	31006	1:2000,2:500	0	0.0	0	0.0	500	500
16006	31008	1:2000,2:500	0	0.0	0	0.0	600	600
16007	31010	1:2000,2:500	0	0.0	0	0.0	700	700
16008	31012	1:2000,2:500	0	0.0	0	0.0	800	800
16009	31014	1:2000,2:500	0	0.0	0	0.0	900	900
16101	0	0.0	0	0.0	0	0.0	100	100
16102	0	0.0	0	0.0	0	0.0	200	200
16103	31002	1:2000,2:500	0	0.0	0	0.0	300	300
16104	31004	1:2000,2:500	0	0.0	0	0.0	400	400
16105	31006	1:2000,2:500	0	0.0	0	0.0	500	500
16106	31008	1:2000,2:500	0	0.0	0	0.0	600	600
16107	31010	1:2000,2:500	0	0.0	0	0.0	700	700
16108	31012	1:2000,2:500	0	0.0	0	0.0	800	800
16109	31014	1:2000,2:500	0	0.0	0	0.0	900	900
16201	0	0.0	0	0.0	0	0.0	100	100
16202	0	0.0	0	0.0	0	0.0	200	200
16203	31002	1:2000,2:500	0	0.0	0	0.0	300	300
16204	31004	1:2000,2:500	0	0.0	0	0.0	400	400
16205	31006	1:2000,2:500	0	0.0	0	0.0	500	500
16206	31008	1:2000,2:500	0	0.0	0	0.0	600	600
16207	31010	1:2000,2:500	0	0.0	0	0.0	700	700
16208	31012	1:2000,2:500	0	0.0	0	0.0	800	800
16209	31014	1:2000,2:500	0	0.0	0	0.0	900	900
17001	0	0.0	0	0.0	0	0.0	100	100
17002	0	0.0	0	0.0	0	0.0	200	200
17003	31002	1:2000,2:500	0	0.0	0	0.0	300	300
17004	31004	1:2000,2:500	0	0.0	0	0.0	400	400
17005	31006	1:2000,2:500	0	0.0	0	0.0	500	500
17006	31008	1:2000,2:500	0	0.0	0	0.0	600	600
17007	31010	1:2000,2:500	0	0.0	0	0.0	700	700
17008	31012	1:2000,2:500	0	0.0	0	0.0	800	800
17009	31014	1:2000,2:500	0	0.0	0	0.0	900	900
17101	0	0.0	0	0.0	0	0.0	100	100
17102	0	0.0	0	0.0	0	0.0	200	200
17103	31002	1:2000,2:500	0	0.0	0	0.0	300	300
17104	31004	1:2000,2:500	0	0.0	0	0.0	400	400
17105	31006	1:2000,2:500	0	0.0	0	0.0	500	500
17106	31008	1:2000,2:500	0	0.0	0	0.0	600	600
17107	31010	1:2000,2:500	0	0.0	0	0.0	700	700
17108	31012	1:2000,2:500	0	0.0	0	0.0	800	800
17109	31014	1:2000,2:500	0	0.0	0	0.0	900	900
17201	0	0.0	0	0.0	0	0.0	100	100
17202	0	0.0	0	0.0	0	0.0	200	200
17203	31002	1:2000,2:500	0	0.0	0	0.0	300	300
17204	31004	1:2000,2:500	0	0.0	0	0.0	400	400
17205	31006	1:2000,2:500	0	0.0	0	0.0	500	500
17206	31008	1:2000,2:500	0	0.0	0	0.0	600	600
17207	31010	1:2000,2:500	0	0.0	0	0.0	700	700
17208	31012	1:2000,2:500	0	0.0	0	0.0	800	800
17209	31014	1:2000,2:500	0	0.0	0	0.0	900	900
18001	0	0.0	0	0.0	0	0.0	100	100
18002	0	0.0	0	0.0	0	0.0	200	200
18003	31001	1:2000,2:499	0	0.0	0	0.0	300	300
18004	31003	1:2000,2:500	0	0.0	0	0.0	400	400
18005	31005	1:2000,2:500	0	0.0	0	0.0	500	500
18006	31007	1:2000,2:500	0	0.0	0	0.0	600	600
18007	31009	1:2000,2:500	0	0.0	0	0.0	700	700
18008	31011	1:2000,2:500	0	0.0	0	0.0	800	800
18009	31013	1:2000,2:500	0	0.0	0	0.0	900	900
18101	0	0.0	0	0.0	0	0.0	100	100
18102	0	0.0	0	0.0	0	0.0	200	200
18103	31001	1:2000,2:499	0	0.0	0	0.0	300	300
18104	31003	1:2000,2:500	0	0.0	0	0.0	400	400
18105	31005	1:2000,2:500	0	0.0	0	0.0	500	500
18106	31007	1:2000,2:500	0	0.0	0	0.0	600	600
18107	31009	1:2000,2:500	0	0.0	0	0.0	700	700
18108	31011	1:2000,2:500	0	0.0	0	0.0	800	800
18109	31013	1:2000,2:500	0	0.0	0	0.0	900	900
18201	0	0.0	0	0.0	0	0.0	100	100
18202	0	0.0	0	0.0	0	0.0	200	200
18203	31001	1:2000,2:499	0	0.0	0	0.0	300	300
18204	31003	1:2000,2:500	0	0.0	0	0.0	400	400
18205	31005	1:2000,2:500	0	0.0	0	0.0	500	500
18206	31007	1:2000,2:500	0	0.0	0	0.0	600	600
18207	31009	1:2000,2:500	0	0.0	0	0.0	700	700
18208	31011	1:2000,2:500	0	0.0	0	0.0	800	800
18209	31013	1:2000,2:500	0	0.0	0	0.0	900	900
19001	0	0.0	0	0.0	0	0.0	100	100
19002	0	0.0	0	0.0	0	0.0	200	200
19003	31002	1:2000,2:500	0	0.0	0	0.0	300	300
19004	31004	1:2000,2:500	0	0.0	0	0.0	400	400
19005	31006	1:2000,2:500	0	0.0	0	0.0	500	500
19006	31008	1:2000,2:500	0	0.0	0	0.0	600	600
19007	31010	1:2000,2:500	0	0.0	0	0.0	700	700
19008	31012	1:2000,2:500	0	0.0	0	0.0	800	800
19009	31014	1:2000,2:500	0	0.0	0	0.0	900	900
19101	0	0.0	0	0.0	0	0.0	100	100
19102	0	0.0	0	0.0	0	0.0	200	200
19103	31002	1:2000,2:500	0	0.0	0	0.0	300	300
19104	31004	1:2000,2:500	0	0.0	0	0.0	400	400
19105	31006	1:2000,2:500	0	0.0	0	0.0	500	500
19106	31008	1:2000,2:500	0	0.0	0	0.0	600	600
19107	31010	1:2000,2:500	0	0.0	0	0.0	700	700
19108	31012	1:2000,2:500	0	0.0	0	0.0	800	800
19109	31014	1:2000,2:500	0	0.0	0	0.0	900	900
19201	0	0.0	0	0.0	0	0.0	100	100
19202	0	0.0	0	0.0	0	0.0	200	200
19203	31002	1:2000,2:500	0	0.0	0	0.0	300	300
19204	31004	1:2000,2:500	0	0.0	0	0.0	400	400
19205	31006	1:2000,2:500	0	0.0	0	0.0	500	500
19206	31008	1:2000,2:500	0	0.0	0	0.0	600	600
19207	31010	1:2000,2:500	0	0.0	0	0.0	700	700
19208	31012	1:2000,2:500	0	0.0	0	0.0	800	800
19209	31014	1:2000,2:500	0	0.0	0	0.0	900	900
