531003061	200000034|200000035|200000036|200000029	200000036	1
531003062	200000019|200000020|200000021|200000022	200000022	1
531003063	200000023|200000024|200000025|200000026	200000025	1
531003064	200000097|200000098|200000099|200000100|200000101	200000097	1
531003065	200000030|200000031|200000032|200000033	200000033	1
531003066	200000034|200000035|200000036|200000029	200000036	1
531003067	200000019|200000020|200000021|200000022	200000022	1
531003068	200000023|200000024|200000025|200000026	200000025	1
531003069	200000097|200000098|200000099|200000100|200000101	200000097	1
531003070	200000030|200000031|200000032|200000033	200000033	1
531003071	200000034|200000035|200000036|200000029	200000036	1
531003072	200000019|200000020|200000021|200000022	200000022	1
531003073	200000023|200000024|200000025|200000026	200000025	1
531003074	200000097|200000098|200000099|200000100|200000101	200000097	1
531003075	200000030|200000031|200000032|200000033	200000033	1
531003076	200000034|200000035|200000036|200000029	200000036	1
531003077	200000019|200000020|200000021|200000022	200000022	1
531003078	200000023|200000024|200000025|200000026	200000025	1
531003079	200000097|200000098|200000099|200000100|200000101	200000097	1
531003080	200000030|200000031|200000032|200000033	200000033	1
531003081	200000034|200000035|200000036|200000029	200000036	1
531003082	200000019|200000020|200000021|200000022	200000022	1
531003083	200000023|200000024|200000025|200000026	200000025	1
531003084	200000097|200000098|200000099|200000100|200000101	200000097	1
531003085	200000030|200000031|200000032|200000033	200000033	1
531003086	200000034|200000035|200000036|200000029	200000036	1
531003087	200000019|200000020|200000021|200000022	200000022	1
531003088	200000023|200000024|200000025|200000026	200000025	1
531003089	200000097|200000098|200000099|200000100|200000101	200000097	1
531003090	200000030|200000031|200000032|200000033	200000033	1
531003091	200000034|200000035|200000036|200000029	200000036	1
531003092	200000019|200000020|200000021|200000022	200000022	1
531003093	200000023|200000024|200000025|200000026	200000025	1
531003094	200000097|200000098|200000099|200000100|200000101	200000097	1
531003095	200000030|200000031|200000032|200000033	200000033	1
531003096	200000034|200000035|200000036|200000029	200000036	1
531003097	200000019|200000020|200000021|200000022	200000022	1
531003098	200000023|200000024|200000025|200000026	200000025	1
531003099	200000097|200000098|200000099|200000100|200000101	200000097	1
531003100	200000030|200000031|200000032|200000033	200000033	1
531003101	200000034|200000035|200000036|200000029	200000036	1
531003102	200000019|200000020|200000021|200000022	200000022	1
531003103	200000023|200000024|200000025|200000026	200000025	1
531003104	200000097|200000098|200000099|200000100|200000101	200000097	1
531003105	200000030|200000031|200000032|200000033	200000033	1
531003106	200000034|200000035|200000036|200000029	200000036	1
531003107	200000019|200000020|200000021|200000022	200000022	1
531003108	200000023|200000024|200000025|200000026	200000025	1
531003109	200000097|200000098|200000099|200000100|200000101	200000097	1
531003110	200000030|200000031|200000032|200000033	200000033	1
531003111	200000034|200000035|200000036|200000029	200000036	1
531003112	200000019|200000020|200000021|200000022	200000022	1
531003113	200000023|200000024|200000025|200000026	200000025	1
531003114	200000097|200000098|200000099|200000100|200000101	200000097	1
531003115	200000030|200000031|200000032|200000033	200000033	1
531003116	200000034|200000035|200000036|200000029	200000036	1
531003117	200000019|200000020|200000021|200000022	200000022	1
531003118	200000023|200000024|200000025|200000026	200000025	1
531003119	200000097|200000098|200000099|200000100|200000101	200000097	1
531003120	200000030|200000031|200000032|200000033	200000033	1
531003121	200000034|200000035|200000036|200000029	200000036	1
531003122	200000019|200000020|200000021|200000022	200000022	1
531003123	200000023|200000024|200000025|200000026	200000025	1
531003124	200000097|200000098|200000099|200000100|200000101	200000097	1
531003125	200000030|200000031|200000032|200000033	200000033	1
531003126	200000034|200000035|200000036|200000029	200000036	1
531003127	200000019|200000020|200000021|200000022	200000022	1
531003128	200000023|200000024|200000025|200000026	200000025	1
531003129	200000097|200000098|200000099|200000100|200000101	200000097	1
531003130	200000030|200000031|200000032|200000033	200000033	1
531003131	200000034|200000035|200000036|200000029	200000036	1
531003132	200000019|200000020|200000021|200000022	200000022	1
531003133	200000023|200000024|200000025|200000026	200000025	1
531003134	200000097|200000098|200000099|200000100|200000101	200000097	1
531003135	200000030|200000031|200000032|200000033	200000033	1
531003136	200000034|200000035|200000036|200000029	200000036	1
531003137	200000019|200000020|200000021|200000022	200000022	1
531003138	200000023|200000024|200000025|200000026	200000025	1
531003139	200000097|200000098|200000099|200000100|200000101	200000097	1
531003140	200000030|200000031|200000032|200000033	200000033	1
531003141	200000034|200000035|200000036|200000029	200000036	1
531003142	200000019|200000020|200000021|200000022	200000022	1
531003143	200000023|200000024|200000025|200000026	200000025	1
531003144	200000097|200000098|200000099|200000100|200000101	200000097	1
531003145	200000030|200000031|200000032|200000033	200000033	1
531003146	200000034|200000035|200000036|200000029	200000036	1
531003147	200000019|200000020|200000021|200000022	200000022	1
531003148	200000023|200000024|200000025|200000026	200000025	1
531003149	200000097|200000098|200000099|200000100|200000101	200000097	1
531003150	200000030|200000031|200000032|200000033	200000033	1
531003151	200000034|200000035|200000036|200000029	200000036	1
532003001	200000019|200000020|200000021|200000022	200000022	1
532003002	200000023|200000024|200000025|200000026	200000025	1
532003003	200000102|200000104|200000106|200000108|200000109	200000106	1
532003004	200000030|200000031|200000032|200000033	200000033	1
532003005	200000034|200000035|200000036|200000029	200000036	1
532002001	200000019|200000020|200000021|200000022	200000022	1
532002002	200000023|200000024|200000025|200000026	200000025	1
532002003	200000102|200000104|200000106|200000108|200000109	200000106	1
532002004	200000030|200000031|200000032|200000033	200000033	1
532002005	200000034|200000035|200000036|200000029	200000036	1
532003012	200000019|200000020|200000021|200000022	200000022	1
532003013	200000023|200000024|200000025|200000026	200000025	1
532003014	200000102|200000104|200000106|200000108|200000109	200000106	1
532003015	200000030|200000031|200000032|200000033	200000033	1
532003016	200000034|200000035|200000036|200000029	200000036	1
532003017	200000019|200000020|200000021|200000022	200000022	1
532003018	200000023|200000024|200000025|200000026	200000025	1
532003019	200000102|200000104|200000106|200000108|200000109	200000106	1
532003020	200000030|200000031|200000032|200000033	200000033	1
532003021	200000034|200000035|200000036|200000029	200000036	1
532003022	200000019|200000020|200000021|200000022	200000022	1
532003023	200000023|200000024|200000025|200000026	200000025	1
532003024	200000102|200000104|200000106|200000108|200000109	200000106	1
532003025	200000030|200000031|200000032|200000033	200000033	1
532003026	200000034|200000035|200000036|200000029	200000036	1
532003027	200000019|200000020|200000021|200000022	200000022	1
532003028	200000023|200000024|200000025|200000026	200000025	1
532003029	200000102|200000104|200000106|200000108|200000109	200000106	1
532003030	200000030|200000031|200000032|200000033	200000033	1
532003031	200000034|200000035|200000036|200000029	200000036	1
532003032	200000019|200000020|200000021|200000022	200000022	1
532003033	200000023|200000024|200000025|200000026	200000025	1
532003034	200000102|200000104|200000106|200000108|200000109	200000106	1
532003035	200000030|200000031|200000032|200000033	200000033	1
532003036	200000034|200000035|200000036|200000029	200000036	1
532003037	200000019|200000020|200000021|200000022	200000022	1
532003038	200000023|200000024|200000025|200000026	200000025	1
532003039	200000102|200000104|200000106|200000108|200000109	200000106	1
532003040	200000030|200000031|200000032|200000033	200000033	1
532003041	200000034|200000035|200000036|200000029	200000036	1
532003042	200000019|200000020|200000021|200000022	200000022	1
532003043	200000023|200000024|200000025|200000026	200000025	1
532003044	200000102|200000104|200000106|200000108|200000109	200000106	1
532003045	200000030|200000031|200000032|200000033	200000033	1
532003046	200000034|200000035|200000036|200000029	200000036	1
532003047	200000019|200000020|200000021|200000022	200000022	1
532003048	200000023|200000024|200000025|200000026	200000025	1
532003049	200000102|200000104|200000106|200000108|200000109	200000106	1
532003050	200000030|200000031|200000032|200000033	200000033	1
532003051	200000034|200000035|200000036|200000029	200000036	1
532003052	200000019|200000020|200000021|200000022	200000022	1
532003053	200000023|200000024|200000025|200000026	200000025	1
532003054	200000102|200000104|200000106|200000108|200000109	200000106	1
532003055	200000030|200000031|200000032|200000033	200000033	1
532003056	200000034|200000035|200000036|200000029	200000036	1
532003057	200000019|200000020|200000021|200000022	200000022	1
532003058	200000023|200000024|200000025|200000026	200000025	1
532003059	200000102|200000104|200000106|200000108|200000109	200000106	1
532003060	200000030|200000031|200000032|200000033	200000033	1
532003061	200000034|200000035|200000036|200000029	200000036	1
532003062	200000019|200000020|200000021|200000022	200000022	1
532003063	200000023|200000024|200000025|200000026	200000025	1
532003064	200000102|200000104|200000106|200000108|200000109	200000106	1
532003065	200000030|200000031|200000032|200000033	200000033	1
532003066	200000034|200000035|200000036|200000029	200000036	1
532003067	200000019|200000020|200000021|200000022	200000022	1
532003068	200000023|200000024|200000025|200000026	200000025	1
532003069	200000102|200000104|200000106|200000108|200000109	200000106	1
532003070	200000030|200000031|200000032|200000033	200000033	1
532003071	200000034|200000035|200000036|200000029	200000036	1
532003072	200000019|200000020|200000021|200000022	200000022	1
532003073	200000023|200000024|200000025|200000026	200000025	1
532003074	200000102|200000104|200000106|200000108|200000109	200000106	1
532003075	200000030|200000031|200000032|200000033	200000033	1
532003076	200000034|200000035|200000036|200000029	200000036	1
532003077	200000019|200000020|200000021|200000022	200000022	1
532003078	200000023|200000024|200000025|200000026	200000025	1
532003079	200000102|200000104|200000106|200000108|200000109	200000106	1
532003080	200000030|200000031|200000032|200000033	200000033	1
532003081	200000034|200000035|200000036|200000029	200000036	1
532003082	200000019|200000020|200000021|200000022	200000022	1
532003083	200000023|200000024|200000025|200000026	200000025	1
532003084	200000102|200000104|200000106|200000108|200000109	200000106	1
532003085	200000030|200000031|200000032|200000033	200000033	1
532003086	200000034|200000035|200000036|200000029	200000036	1
532003087	200000019|200000020|200000021|200000022	200000022	1
532003088	200000023|200000024|200000025|200000026	200000025	1
532003089	200000102|200000104|200000106|200000108|200000109	200000106	1
532003090	200000030|200000031|200000032|200000033	200000033	1
532003091	200000034|200000035|200000036|200000029	200000036	1
532003092	200000019|200000020|200000021|200000022	200000022	1
532003093	200000023|200000024|200000025|200000026	200000025	1
532003094	200000102|200000104|200000106|200000108|200000109	200000106	1
532003095	200000030|200000031|200000032|200000033	200000033	1
532003096	200000034|200000035|200000036|200000029	200000036	1
532003097	200000019|200000020|200000021|200000022	200000022	1
532003098	200000023|200000024|200000025|200000026	200000025	1
532003099	200000102|200000104|200000106|200000108|200000109	200000106	1
532003100	200000030|200000031|200000032|200000033	200000033	1
532003101	200000034|200000035|200000036|200000029	200000036	1
532003102	200000019|200000020|200000021|200000022	200000022	1
532003103	200000023|200000024|200000025|200000026	200000025	1
532003104	200000102|200000104|200000106|200000108|200000109	200000106	1
532003105	200000030|200000031|200000032|200000033	200000033	1
532003106	200000034|200000035|200000036|200000029	200000036	1
532003107	200000019|200000020|200000021|200000022	200000022	1
532003108	200000023|200000024|200000025|200000026	200000025	1
532003109	200000102|200000104|200000106|200000108|200000109	200000106	1
532003110	200000030|200000031|200000032|200000033	200000033	1
532003111	200000034|200000035|200000036|200000029	200000036	1
532003112	200000019|200000020|200000021|200000022	200000022	1
532003113	200000023|200000024|200000025|200000026	200000025	1
532003114	200000102|200000104|200000106|200000108|200000109	200000106	1
532003115	200000030|200000031|200000032|200000033	200000033	1
532003116	200000034|200000035|200000036|200000029	200000036	1
532003117	200000019|200000020|200000021|200000022	200000022	1
532003118	200000023|200000024|200000025|200000026	200000025	1
532003119	200000102|200000104|200000106|200000108|200000109	200000106	1
532003120	200000030|200000031|200000032|200000033	200000033	1
532003121	200000034|200000035|200000036|200000029	200000036	1
532003122	200000019|200000020|200000021|200000022	200000022	1
532003123	200000023|200000024|200000025|200000026	200000025	1
532003124	200000102|200000104|200000106|200000108|200000109	200000106	1
532003125	200000030|200000031|200000032|200000033	200000033	1
532003126	200000034|200000035|200000036|200000029	200000036	1
532003127	200000019|200000020|200000021|200000022	200000022	1
532003128	200000023|200000024|200000025|200000026	200000025	1
532003129	200000102|200000104|200000106|200000108|200000109	200000106	1
532003130	200000030|200000031|200000032|200000033	200000033	1
532003131	200000034|200000035|200000036|200000029	200000036	1
532003132	200000019|200000020|200000021|200000022	200000022	1
532003133	200000023|200000024|200000025|200000026	200000025	1
532003134	200000102|200000104|200000106|200000108|200000109	200000106	1
532003135	200000030|200000031|200000032|200000033	200000033	1
532003136	200000034|200000035|200000036|200000029	200000036	1
532003137	200000019|200000020|200000021|200000022	200000022	1
532003138	200000023|200000024|200000025|200000026	200000025	1
532003139	200000102|200000104|200000106|200000108|200000109	200000106	1
532003140	200000030|200000031|200000032|200000033	200000033	1
532003141	200000034|200000035|200000036|200000029	200000036	1
532003142	200000019|200000020|200000021|200000022	200000022	1
532003143	200000023|200000024|200000025|200000026	200000025	1
532003144	200000102|200000104|200000106|200000108|200000109	200000106	1
532003145	200000030|200000031|200000032|200000033	200000033	1
532003146	200000034|200000035|200000036|200000029	200000036	1
532003147	200000019|200000020|200000021|200000022	200000022	1
532003148	200000023|200000024|200000025|200000026	200000025	1
532003149	200000102|200000104|200000106|200000108|200000109	200000106	1
532003150	200000030|200000031|200000032|200000033	200000033	1
532003151	200000034|200000035|200000036|200000029	200000036	1
533003001	200000019|200000020|200000021|200000022	200000022	1
533003002	200000023|200000024|200000025|200000026	200000026	1
533003003	200000116|200000117|200000118|200000119|200000120	200000117	1
533003004	200000030|200000031|200000032|200000033	200000032	1
533003005	200000034|200000035|200000036|200000029	200000036	1
533002001	200000019|200000020|200000021|200000022	200000022	1
533002002	200000023|200000024|200000025|200000026	200000026	1
533002003	200000116|200000117|200000118|200000119|200000120	200000117	1
533002004	200000030|200000031|200000032|200000033	200000032	1
533002005	200000034|200000035|200000036|200000029	200000036	1
533003012	200000019|200000020|200000021|200000022	200000022	1
533003013	200000023|200000024|200000025|200000026	200000026	1
533003014	200000116|200000117|200000118|200000119|200000120	200000117	1
533003015	200000030|200000031|200000032|200000033	200000032	1
533003016	200000034|200000035|200000036|200000029	200000036	1
533003017	200000019|200000020|200000021|200000022	200000022	1
533003018	200000023|200000024|200000025|200000026	200000026	1
533003019	200000116|200000117|200000118|200000119|200000120	200000117	1
533003020	200000030|200000031|200000032|200000033	200000032	1
533003021	200000034|200000035|200000036|200000029	200000036	1
533003022	200000019|200000020|200000021|200000022	200000022	1
533003023	200000023|200000024|200000025|200000026	200000026	1
533003024	200000116|200000117|200000118|200000119|200000120	200000117	1
533003025	200000030|200000031|200000032|200000033	200000032	1
533003026	200000034|200000035|200000036|200000029	200000036	1
533003027	200000019|200000020|200000021|200000022	200000022	1
533003028	200000023|200000024|200000025|200000026	200000026	1
533003029	200000116|200000117|200000118|200000119|200000120	200000117	1
533003030	200000030|200000031|200000032|200000033	200000032	1
533003031	200000034|200000035|200000036|200000029	200000036	1
533003032	200000019|200000020|200000021|200000022	200000022	1
533003033	200000023|200000024|200000025|200000026	200000026	1
533003034	200000116|200000117|200000118|200000119|200000120	200000117	1
533003035	200000030|200000031|200000032|200000033	200000032	1
533003036	200000034|200000035|200000036|200000029	200000036	1
533003037	200000019|200000020|200000021|200000022	200000022	1
533003038	200000023|200000024|200000025|200000026	200000026	1
533003039	200000116|200000117|200000118|200000119|200000120	200000117	1
533003040	200000030|200000031|200000032|200000033	200000032	1
533003041	200000034|200000035|200000036|200000029	200000036	1
533003042	200000019|200000020|200000021|200000022	200000022	1
533003043	200000023|200000024|200000025|200000026	200000026	1
533003044	200000116|200000117|200000118|200000119|200000120	200000117	1
533003045	200000030|200000031|200000032|200000033	200000032	1
533003046	200000034|200000035|200000036|200000029	200000036	1
533003047	200000019|200000020|200000021|200000022	200000022	1
533003048	200000023|200000024|200000025|200000026	200000026	1
533003049	200000116|200000117|200000118|200000119|200000120	200000117	1
533003050	200000030|200000031|200000032|200000033	200000032	1
533003051	200000034|200000035|200000036|200000029	200000036	1
533003052	200000019|200000020|200000021|200000022	200000022	1
533003053	200000023|200000024|200000025|200000026	200000026	1
533003054	200000116|200000117|200000118|200000119|200000120	200000117	1
533003055	200000030|200000031|200000032|200000033	200000032	1
533003056	200000034|200000035|200000036|200000029	200000036	1
533003057	200000019|200000020|200000021|200000022	200000022	1
533003058	200000023|200000024|200000025|200000026	200000026	1
533003059	200000116|200000117|200000118|200000119|200000120	200000117	1
533003060	200000030|200000031|200000032|200000033	200000032	1
533003061	200000034|200000035|200000036|200000029	200000036	1
533003062	200000019|200000020|200000021|200000022	200000022	1
533003063	200000023|200000024|200000025|200000026	200000026	1
533003064	200000116|200000117|200000118|200000119|200000120	200000117	1
533003065	200000030|200000031|200000032|200000033	200000032	1
533003066	200000034|200000035|200000036|200000029	200000036	1
533003067	200000019|200000020|200000021|200000022	200000022	1
533003068	200000023|200000024|200000025|200000026	200000026	1
533003069	200000116|200000117|200000118|200000119|200000120	200000117	1
533003070	200000030|200000031|200000032|200000033	200000032	1
533003071	200000034|200000035|200000036|200000029	200000036	1
533003072	200000019|200000020|200000021|200000022	200000022	1
533003073	200000023|200000024|200000025|200000026	200000026	1
533003074	200000116|200000117|200000118|200000119|200000120	200000117	1
533003075	200000030|200000031|200000032|200000033	200000032	1
533003076	200000034|200000035|200000036|200000029	200000036	1
533003077	200000019|200000020|200000021|200000022	200000022	1
533003078	200000023|200000024|200000025|200000026	200000026	1
533003079	200000116|200000117|200000118|200000119|200000120	200000117	1
533003080	200000030|200000031|200000032|200000033	200000032	1
533003081	200000034|200000035|200000036|200000029	200000036	1
533003082	200000019|200000020|200000021|200000022	200000022	1
533003083	200000023|200000024|200000025|200000026	200000026	1
533003084	200000116|200000117|200000118|200000119|200000120	200000117	1
533003085	200000030|200000031|200000032|200000033	200000032	1
533003086	200000034|200000035|200000036|200000029	200000036	1
533003087	200000019|200000020|200000021|200000022	200000022	1
533003088	200000023|200000024|200000025|200000026	200000026	1
533003089	200000116|200000117|200000118|200000119|200000120	200000117	1
533003090	200000030|200000031|200000032|200000033	200000032	1
533003091	200000034|200000035|200000036|200000029	200000036	1
533003092	200000019|200000020|200000021|200000022	200000022	1
533003093	200000023|200000024|200000025|200000026	200000026	1
533003094	200000116|200000117|200000118|200000119|200000120	200000117	1
533003095	200000030|200000031|200000032|200000033	200000032	1
533003096	200000034|200000035|200000036|200000029	200000036	1
533003097	200000019|200000020|200000021|200000022	200000022	1
533003098	200000023|200000024|200000025|200000026	200000026	1
533003099	200000116|200000117|200000118|200000119|200000120	200000117	1
533003100	200000030|200000031|200000032|200000033	200000032	1
533003101	200000034|200000035|200000036|200000029	200000036	1
533003102	200000019|200000020|200000021|200000022	200000022	1
533003103	200000023|200000024|200000025|200000026	200000026	1
533003104	200000116|200000117|200000118|200000119|200000120	200000117	1
533003105	200000030|200000031|200000032|200000033	200000032	1
533003106	200000034|200000035|200000036|200000029	200000036	1
533003107	200000019|200000020|200000021|200000022	200000022	1
533003108	200000023|200000024|200000025|200000026	200000026	1
533003109	200000116|200000117|200000118|200000119|200000120	200000117	1
533003110	200000030|200000031|200000032|200000033	200000032	1
533003111	200000034|200000035|200000036|200000029	200000036	1
533003112	200000019|200000020|200000021|200000022	200000022	1
533003113	200000023|200000024|200000025|200000026	200000026	1
533003114	200000116|200000117|200000118|200000119|200000120	200000117	1
533003115	200000030|200000031|200000032|200000033	200000032	1
533003116	200000034|200000035|200000036|200000029	200000036	1
533003117	200000019|200000020|200000021|200000022	200000022	1
533003118	200000023|200000024|200000025|200000026	200000026	1
533003119	200000116|200000117|200000118|200000119|200000120	200000117	1
533003120	200000030|200000031|200000032|200000033	200000032	1
533003121	200000034|200000035|200000036|200000029	200000036	1
533003122	200000019|200000020|200000021|200000022	200000022	1
533003123	200000023|200000024|200000025|200000026	200000026	1
533003124	200000116|200000117|200000118|200000119|200000120	200000117	1
533003125	200000030|200000031|200000032|200000033	200000032	1
533003126	200000034|200000035|200000036|200000029	200000036	1
533003127	200000019|200000020|200000021|200000022	200000022	1
533003128	200000023|200000024|200000025|200000026	200000026	1
533003129	200000116|200000117|200000118|200000119|200000120	200000117	1
533003130	200000030|200000031|200000032|200000033	200000032	1
533003131	200000034|200000035|200000036|200000029	200000036	1
533003132	200000019|200000020|200000021|200000022	200000022	1
533003133	200000023|200000024|200000025|200000026	200000026	1
533003134	200000116|200000117|200000118|200000119|200000120	200000117	1
533003135	200000030|200000031|200000032|200000033	200000032	1
533003136	200000034|200000035|200000036|200000029	200000036	1
533003137	200000019|200000020|200000021|200000022	200000022	1
533003138	200000023|200000024|200000025|200000026	200000026	1
533003139	200000116|200000117|200000118|200000119|200000120	200000117	1
533003140	200000030|200000031|200000032|200000033	200000032	1
533003141	200000034|200000035|200000036|200000029	200000036	1
533003142	200000019|200000020|200000021|200000022	200000022	1
533003143	200000023|200000024|200000025|200000026	200000026	1
533003144	200000116|200000117|200000118|200000119|200000120	200000117	1
533003145	200000030|200000031|200000032|200000033	200000032	1
533003146	200000034|200000035|200000036|200000029	200000036	1
533003147	200000019|200000020|200000021|200000022	200000022	1
533003148	200000023|200000024|200000025|200000026	200000026	1
533003149	200000116|200000117|200000118|200000119|200000120	200000117	1
533003150	200000030|200000031|200000032|200000033	200000032	1
533003151	200000034|200000035|200000036|200000029	200000036	1
535003001	200000019|200000020|200000021|200000022	200000022	1
535003002	200000023|200000024|200000025|200000026	200000025	1
